2986,`` samuel adams james warren january 1 1777 dear sir baltimore jany 1. 1777 determind omit opportunity writing although seldom late receivd letter. second favor came hands days ago inclosing copies papers spain. much obligd. affairs europe look well additional measures taken establish part world solid foundation. assure business done since came place satisfaction every thing done excepting declaration independence made immediately l9th april 75. ministers abroad directed assure foreign courts notwithstanding artful insidious representations emissaries britain contrary congress people united states determind maintain independence events. 1 done success arms jersey doubtless receivd intelligence letter reach. generals sullivan green commanded two divisions. enemy made lee prisoner convincd great abilities beat without. think britain make contemptible figure america europe must still make utmost exertions. pray let levies required state raisd possible expedition. conveyance resolution vesting large powers general washington limitted time. 2 became opinion necessary. hint gave time ago still think important. genl gates arrivd day yesterday. conversd upon. told conceivd wishes measure may tryed. requires secrecy dispatch. 3 lt colo stuart set tomorrow directions proceed far boston purchase ordnance stores procured elsewhere. general gates aid de camp clever. wish would take notice. 4 called. adieu friend ``
2987,`` benjamin franklin honble. sir baltimore 1 january 1777 congress relying wisdom integrity well knowing great importance case appointed commissioner negotiate treaty friendship commerce court spain. idea congress subject find instructions congress sent opportunity commissioners court france. commission special service honor inclose. 1 great respect esteem honble. sir yr. obedt. huml servts. benja harrison jno witherspoon richard henry lee hooper ``
2988,`` elbridge gerry joseph hawley dear sir baltimore 1 jany 1777 time inclose express going copy letter recd general washington. 1 middle states roused late supine state exerting reinforce army hope proper spirit exercised occasion enemy driven jersies. general makes mention corps accomplished affair believe find principally countrymen wish see distinctions made think raise laudable emulation justice ought always january 1 1777 done enterprizing officers men. great commendations given officers men general gates unwell sent last campaign ticonderoga. wish may know conduct done honor. attentive raise new levies attach men service supporting credit continental money paying cloathing arming subsisting well. let us exert purposes twelve months blessing god doubt shall see independence america established foundation shaken arms tyranny. pray recommend inhabitants country supply commissary vegetables vinegar want thousands died last campaign. adjournment congress place confess gave pain air much exhilirating capital measures touching foreign affairs taken think serviceable hope whole prove serviceable. congratulate success army salute compliments season sir much esteem sincerely e gerry p.s. tories must exported bonds answer purpose prisons sufficiency worth hanging. observe good act word `` colony\ `` used. look like diffidence right terms `` independant state `` ``
2989,`` john hancock joseph trumbull sir jany 1st. 1777 wrote days ago express 1 sent letter govr. send thro channels. time beg particular attention foregoing resolutions congress 2 inform general washington vested ful powers conduct every department. wish happy esteem sir huml servt john hancock predt ``
2990,`` john hancock george washington sir baltimore jany lt. 1777 acknowledge receipt several favours 27th ulto. letter date containing agreeable intelligence success continental arms command last night delivered aid de camp colo. baylor together hessian standard. 1 entertain pleasing expectation affairs henceforth assume better complexion. account behaviour spirit troops gave highest satisfaction congress manifests disposition may prove forerunner future success. considering unfavourable temper men broken fatigue ill-fortune happy event expedition appears extraordinary. troops properly inspired animated confidence leader often exceed expectation limits probability. entirely wisdom conduct united states indebted late success arms pleasure must naturally feel occasion pure unmixt may still proceed manner acquire glory disinterested magnanimous behaviour highly merit. enclose copy resolves transmitted genl. schuyler relative northern department also sundry resolves relative immediate department congress come since wrote last. 2 forwarded states copies resolves vesting powers pleasure transmitting last accompanied letters explaining reasons congress acted particular. 3 enclosed resolve percieve congress determined horse properly caparisoned presented aid de camp colo. baylor recommend promote colonel regiment light horse. congress pleased entrust execution resolve must beg favour give directions quarter master proper person purchase handsome horse purpose found. reason making application information received light horse taken trenton publickly sold benefit soldiery. case must ask favour give directions time purchase one two use. money shall immediately remitted whatever may. glad know kind horse furniture think proper would means wish procure best without advice assistance apprehensive shall succeed. horses pleased january 1 1777 order sent every expence shall paid arising thereon. recommendation colo. baylor doubt meet approbation return virginia give commission pay shall think suitable adequate. wishing sincerely compliments season honour every sentiment esteem regard sir obedt. hble servt. john hancock presidt p.s. shall send letter books first safe hand. 4 oppory. send four bundles containg two hundred commissions rest shall immediately follow. 5 ``
2991,"`` william hooper joseph hewes dear hewes baltimore jany 1 1777 favoured two letters capt. allon. lament hard fortune unless measures immediately taken prevent infamous practices privateers america soon state general confusion-one part warring another defenceless southern colonies become devoted prey formidable eastern neighbours. laid letter relative capture brig joseph congress without embellishment reserve. new england gentlemen felt force imputation considered general. order president write president council mass'tts requesting make immediate enquiry vessell pirates taken secure report immediately congress. also procured reference letter marine committee hope take spirited january 1 1777 resolves avenge injury done prevent repetition unjustifiable depredations. morris requested letter wrote yesterday enclosing correspond upon subject exert utmost endeavours interest congress favour application publick epistle honours. done present hear particularly shall prosecute every expedient improve information benefit. 1 congress upon part g. howe 's army advancing within 9 miles cooper 's ferry advices mifflin putnam removed dirty infamous extravagant hole possible oeconomy live rate 50/ per day every necessary life double cost us philadelphia left every thing enormous. letter accompanies send account signal success obtained trenton. already fine effect upon recruiting service one reg't whose term enlistment expired reenlisted man since event. operated contrary effects enemy-as learn pannic struck. certain 2000 bordentown moved towards princeton great precipitation carried stores. state general washingtons army pretty nearly follows. lees detachments brought east side hudsons river -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- 2300 effective men continental regiments -- -- -- -- -- -- -- -- -- -2700 genl cadwallader 1200 militia -- -- -- -- -- -1200 genl ewen perhaps many -- -- -- -- -- -- -- -- -- -1200 militia come coming fast since battle make perhaps -- -- -- -- -- -- -- -- -- -- -- _2000 10000 genl washington imagine enter jersies attempt drive enemy back new york. succeed cause safe apprehensions philadelphia end. howe 12,000 jersies headquarters brunswick principal part army collected outposts called small force princeton. genl washington newton bucks county plot formed family happily defeated early discovery tories intentions. lee 's capture surprizes us. taken 2 miles army stopped write answers dispatches. man neighbourhood immediately rode brunswick 25 miles distant gave information 80 90 light horse immediately dispatched command col harcourt arrived 10 oclock morning surprised lee aid de camps 6 number writing table. guard 10 men men unfortunately little distance house cut communication genl. lee seized denied privilige taking hat shoes. one aid de camp 's wounded small conflict maintained defence general. taken princeton-thence brunswick hear indifferently used intend hear send england. stockden hear taken enemy 8 miles home carried brunswick confined close jail. 2 andrew john allen gone enemy. dickinson little questionable believe guilty till much better evidence guilt present. several frigates cruizing delaware. several intended southward. much news. think rather hardly used notwithstanding many letters convention single line. delegate. penn writes obtained assurances sent expresses doubtfully interested favor. latter might spared trouble. services rendered carolina publick character secure unsollicited unanimous reappointment country want court fatigue worn duties office nothing heaven wish promote cause liberty kept family private concerns till. 3 adieu dear friend. remember affectionately friends edenton. shew iredell jones body else excuse precipitation scrawled consider thrown crude inteligence paper midst publick assembly ten thousand things divert attention. truly w h p besides force aforementioned genl. heath retaken fort lee hackinsack town stores prisoners. heath 2000 ``"
2993,`` marine committee john baldwin sir 1 january 1st. 1777 mr. patterson going egg harbour take care management prizes place probable may return present cruize hereby directed receipt letter send immediately return provisions stores wanted compleat wasp three months voyage. send also list men account slops clothing may necessary ordered proceed europe. may heave schooner get good order return express make returns ordered service mentioned things necessary shall sent. keep orders. mr. patterson supply money expences arise vessel egg harbour wanted write us. behalf marine comee hble servant r morris v. p january 1 1777 ``
2994,`` robert morris george washington sir philada. jany 1st. 1777 honoured favour yesterday mr howell late last night ever solicitous comply requisitions early morning dispatch supply fifty thousand dollars excellency. 1 receive sum letter got away early cou 'd wish none concerned movement except. shall rouse immediately. gives great pleasure engaged troops continue occasional supplys money necessary may depend exertions either publick private capacity. year 1776. heartily glad hope america ever plagued another. let us accept success trentown presage future fortunate events impression sincerely wish successful campaign 1777 crown immortal honours reward dangers fatigues war may many many years enjoy sweets peace domestick happiness reward social virtues. sincere esteem regard ever sir obedt servant robt morris ``
2995,`` matthew thornton meshech weare hond sir baltimore jany 1d 1777 weakness eyes since small pox reason done self honor write honble. council house oftener large. present bearer waits time say general washington gain 'd two considerable victories enemies america congress expects every moment news grand engagement. news must refer news papers. lead beleive mistaks neither know beleive current reports uncertain. january 1 1777 favoured one letter publick privat since left house. would take great honor receive letter worthy friend. 1 worthy college col. whipple well. pray sir take trouble present compliments honble council house except obedient sir hble sert. matthew thornton ``
2996,"`` oliver wolcott andrew adams. sir 1 baltimore 1 jany. 1777 favour 30 novr came hand last evening sincerely thank. wrote 15 nov. hope recd. 2 observations necessity establishing respectable army judgment proper. congress empowered genl washington raise 16 battalions addition already granted 3,000 cavalry. also given genl power six months conduct descretion operations war establish magazines call upon militia necessary regulate every department army displace appoint officer rank brigadr. genl. c. word whole military department put hand six months. upon preservation civil liberties people present time depends upon full exertion military power. embargo six months laid upon salted provisions. 3 matters publick intelligence referr enclosed hope may obtain advantages agt enemy jersys. congress moment going. say must army carry war without one new peice business. ought provided best manner without discipline serviceable bring one feild much better provided disciplined governed hitherto. word believe get army good one-more happy beneficial publick yet. great complaints made assemblys appointed great numbers insufficient officers neglected apparent merit. kindness particularly exacts gratitude. wish less sensible injury recd. exercised power answer sinister purposes injury easily forgive january 1 1777 men hope may deserve forgiveness maker. loss deserve. god forbid villany shall ever induce relax endeavours serve country farr able. saw baseness mens design effect undertaking good degree contrary opinion undertook therefore ought suffer. generally tho't pritty inflexible opinion. certainly study. compliments mrs. adams candor accept hasty sketch sir obedient humble servant oliver wolcott ``"
