6484,`` john jay george washington sir philadelphia 18th decr. 1779 1778 excellency 's three letters 13th inst. laid congress two respecting certain expedition colonel fleury committed. 1 idea interview prevails reason expect useful measure adopted. 2 honor transmitting inclosed act congress 16th inst. 3 greatest respect esteem excellencys obedt. hble servt. j.j. ``
6523,`` john fell 's diary januy 1st 1779. fryday. commercial committee 9 oclock. congress. letters g gates g washington answers relating canada expidition. letter governor connecticut delegates relating better allowance officers referrd committee 3 vizt. mr smith mr root mr atley. 1 letter israil ward 2 state new york relating house burnt enemy referrd committee 3. vizt. draton burk fell. finance. president requested invite genl washington dine. 6 p commercial committee ``
6524,`` daniel roberdeau joseph reed sir congress jany 1st 1779. proceedings congress respecting honble chief justice mckean general thomson ordered made immediately shall furnish honble council agreeable desire signified letter delegates state yesterday 's date honored. 1 compts season sir yr ob. hum. ser daniel roberdeau 2 ms found reprinted pa. archives 1st ser. 7:137. 1 although council 's december 31 letter requesting copy congress proceedings mckean-thompson dispute found order date requesting delegates transmit evidence `` far consistent duty congress fat liberty make known `` pa. council minutes 11:653. see also thomas mckean public december 30 1778 note 1. 2 another matter concern pennsylvania council period attendance delegates congress. december 31 letter council absent delegates apparently intended john armstrong sr. edward january 3 1779 biddle william clingan william shippen sr. designed ensure state would maintain least three delegates attendance times pa. archives 1st ser. 7:134. see also ibid p. 158 pa. council minutes 11:649. next section .. navigator ``
6525,`` john fell 's diary january 2 1779 2d. saturday. 9 oclock. commercial committee. 11 congress letter mr mcdonald salem county 1 complaining paid sundry goods taken per officers referrd committee 3. vizt. roberdeau root fell answered wards letter mr hopkinsons sallery voted 3500 dolls. preamble finance bill agreed printed. dined carolina delegates. city tavern ``
6526,`` samuel holten 's diary january 2 1779 2. saturday congress sit 'till 4 o'clock. delegates south carolina invited congress genl. washington dine city tavern. financing published ``
6527,`` samuel adams samuel cooper dear sir jany 3-79 embrace opportunity offers writing lines. last told many things say particularly concerning l esqrs. 1 could pleasure sitting fire side would freely open mind chuse upon paper considering risque falling wrong hands. one gentlemen informd year 74 well acquainted dubious political character appointed delegate congress majority one electors thought vote turnd favor. 75 elected january 3 1779 early attachd men different sentiments delegates brought country strenuously maintaind. difference sentiment said arise local attachments reality arose different principles views. mr ds political principles never could learn. views always appeard commercial interrested. whether mistaken time perhaps soon discover. little known america till year 75 europe. took early decided active part support great cause. london great share open opposition made tyranny british court measures respecting america. turnd attention practice physick regularly educated edinburgh study law. advice able advocates liberties america opinion conceivd promising usefulness cause way. answered prospects. constantly aided agent late mr de berdt 2 knowledge affairs rendered services essential. pen employd america general junius americanus abundantly testifies publications witness attachments massachusetts bay south carolina particular. private letters friends written freedom well zeal would exposd risque even life resentment unprincipled nefarious court accident design fallen hands. know true. must conclude present giving fix 'd opinion founded particular observations joynt combination political commercial men exclude vigilant patriots publick councils employments knowing vigilance unimpeachd unsuspected fidelity effectual bar carrying politico commercial plans execution. 3 write first good opportunity. mean time perfect esteem yr affectionate friend ``
6528,`` james duane george clinton sir philad. 3d jany. 1779. honor acknowledge receipt excellency 's favor delegates collectively. 1 letter enclosures delivered president consider subject revolt state particularly within province delegated express purpose. think loss maps whenever finds opportunity take excellency 's remarks ought certainly hasten determination favorable conjuncture present hardly expected. mr. jay yet held conference colleagues interesting business intends soon form resolution prepare way successful reception. 2 respect favor individually necessary observe assurance faithful application specie remitted congress must totally superfluous. 3 joined congress found time engaged business finance made inconsiderable progress. chairman treasury officially called active part. till yesterday congress agreed plan funding money emitted bills credit copy transmitted excellency president give conveyance ventured detain express two days. different legislatures heartily support arrangement proposed congress flatter public credit restored sufficient known funds established sinking debt reasonable period good sense well monied interest america side government. danger lies past future increase paper money war unhappily protracted. prevent increase proposed january 3 1779 borrow money abroad supplies clothing arms ammunition home pay subsistence. first promoted ally last security derived sinking fund immediate tax amount near one fifth paper circulation proscribing calling two large emissions circulation artfully counterfeited. true bills emissions may exchanged others holder prefers loan office certificates cases choose latter necessity must wait time bills exchange prepared transmitted. fail means must found encourage loan. think within reach. however delicate subject. must readily occur would pernicious give paper money great sudden appreciation. medium passed public five one last ten months far greatest part debt accrued. redeemed par three even four one public would pay premium supplies greater ever known richest nation could bear. true policy therefore lies inclining money towards appreciation present nature things war closes commerce revives quantity diminished operation taxes must rise estimation. probability bills shall last cancelled equal nominal value compared specie gradually grow better approach nearer nearer period. aware uncertainty speculations upon intricate subject. 4 remedy must addressed reason well avarice people. yesterday col. floyd joind us 5 intention continuing till first april affairs says call home must watch moment may repossess estate. consequence fear winter shall five delegates three woud served well next summer shall probably without representation. know meaning legislature wish profuse money meant three shoud statedly serve two relief seasonable periods. wish legislature woud empower excellency settle ration duty really necessary feel particularly interested. give excellency pleasure mr duer left congress high reputation. abilities perseverance extensive knowledge whatever concernd army reflected honour state came tho enemies secured place among respectable patriots publick servants states. love justice engage excellency without arguments represent constituents light deserves. may remember sir resignation accepted silence apprehends cold indifference. feelings hurt find gent. active cause discharged several employments painful solicitude unwearied diligence mortified seeming neglect intentional coud possibly. pleased sir accept entreat mrs. clinton accept compliments season best wishes happiness. highest respect sir excellency 's obedt humble servant. jas. duane ``
6529,`` james duane robert r. livingston dear sir philadelphia 3d january 1779 friendly favour 5th december gave great pleasure. feel justice believing deeply interest happiness branch family contribute degree woud afford highest gratification. instance honour point made enquiry power. one old md friends except paca resides distant family question therefore necessity using greater caution. learn reputable thro gent. sufficiently acquainted ascertain fortune connections wish know. misfortune missed opportunity conversing state publick affairs set journey. fully intended convinced shoud furnished many useful hints much profitable information particularly subject importance-i mean finances. taking seat found congress time january 3 1779 contemplating talking business nothing done conclusively. obliged resume place treasury geary literally worn member knowledge money matters sufficiently comprehensive officially called upon take active part arranging finances. done see resolution forwarded governour. 1 legislatures support views congress doubt shall able restore publick credit. let present debt properly funded good sense well monied interest america side readily see whole present emissions moderate tax sunk within compass eighteen years. danger. past future exercise paper money. prevent encrease must borrow abroad cloathing arms artillery ammunition home pay subsistance. first promoted alliance last security derivd sinking fund immediate tax amount sixth sum circulation proscribing two emissions greatly counterfeited. true bills emissions may exchanged others holder prefers loan office certificate cases choose latter necessity must wait time bills exchange proposed transmitted. shoud prove ineffectual means must found promote loan. think within reach delicate subject. easily see woud fatal policy give paper money sudden extensive appreciation. medium passed five one last ten months. redeemed par three even four one publick woud pay higher premium ever known nation coud bear true wisdom therefore lies inclining money towards appreciation present nature things war ceases quantity diminished operation taxes must rise value probability bills shall last cancelled equal nominal value compared specie. shall transcribe hints respecting finances governour. communicate friends moment. friend col. h.b. livingston passed time us. lodged house. twice party visit mr mrs. c. livingston. favorite family. military reputation high congress. see reluctance intentions resign give time reflection referred letter subject board war. persists must suppose accepted. 2 interested find welfare taken liberty advise serve another campaign. believe made little impression. three weeks ago went northward intention conjecture pass time lady 's family valley. think insensible charms ladies quarter particularly miss rutherford 's. duer accompanied order reported put end long courtship happy marriage. detaind taken pen mr. deane common sense 3 settle mercantile connection promises much advantage. may assured abilities perseverance congress done honour state great service publick cause particularly close last winter. delegates one states compliments requesting picture distinguished patriot. hurt coldness legislature paid least compliment resignation seemd accept matter indifference convinced truth maxim prophet honour country must contented continental character notwithstanding enemies respectable. affected mr. tetards circumstances. let know whether woud wish chaplain forts highland whether vacancy. get thing else pointed good offices procure. opinion genl. schuyler ought continue army accept presidency congress intended. former advantageous publick state particular. honour second command army take chair year condition resigns military employment7 clear continuing army. honourably acquitted every imputation suspicion enemies put shame least silence. much real service individual especially preventing misapplication force retrenching publick expenses. stands high army commander chief. advice respect defence state intimate knowledge country decisive. consider remarks make impression give advice. col. floyd arrivd yesterday. five members summer suppose shall none tells serve longer first part april. intention legislature three always duty proper rotation might effected. woud wise give power fixing rotation governour. expected shoud done col. never consulted us journey indeed told poghkeepsie expected woud relieve first may appointment like give us least recess. present affectionate compliments momma lady sisters. friend john presume boston. wish series happy years real esteem dear sir obedient affectionate servant jas. duane ``
6530,`` james duane philip schuyler dear general philad. 3d jany 1779. since came city written twice. 1 last enclosd account acquitted highest honour general court martial confirmation sentence congress. account omitting answer subject must give heartfelt satisfaction. judge feelings assure impression event made upon tho remotely interested. long mr lawrence resignd chair. offerd new york. proposd met approbation mr jay mean time agreeing locum tenens. objection parade favour firmly resolved shoud coud help quit high station army may long eminently serviceable united states particular sake presiding congress single year. 2 woud bad exchange publick way private view respect state wants utmost attention woud highest degree pernicious. popular southern army least greatly respected commander chief advice great weight congress. short every measure recommend protection safety native state 's full weight army. chair congress lips sealed knowledge abilities great measure lost country. therefore clear opinion flatter slighted. rejected january 3 1779 look good reasons. give compliments mrs schuyler wish great many happy years tell knowing prejudices subject much wishes retire must insist excluding councils untill personally heard. know experience convince judgement. general arnold mending. engagd miss peggy shipping one finest agreeable ladies city. leg resembles uncle toby 's groin. heard two ladies acquaintance deep debate wounded leg. much perplexed widow wadman. 3 mean time obstacle lover 's happiness. duer still. taken pen deane employers payne common sense. know. lady kitty mean time must patience. confesses marriage soon celebrated. devil take payne say. congress see publications give free scope press. hope longer chargd congressional pride. general washington ten days order congress. seems impatient return army business sent advised detain days longer. friend taylor writes saraghtoga expresses pain safety. rashness folly ought chargd especially may extend numerous family. put family security go business. times pressing require vigilance wisdom-you ca n't spared. farewell. accept complim ents season believe sans ceremony affect obedt sert. jas duane ``
6531,`` william floyd george clinton sr. philadelphia january 3d. 1779. account many difficulties disappointments met crossing north river arrive untill 1st instant. next day attended congress 1 usual business morning reading publick letters receiving reports several committees one january 3 1779 oclock according rule house time standing matters laid congress proceed upon business finance finance taken soon found sundry resolutions long consideration length agreed purpose raising credit currentcy. gentlemen appear sanguine desired good effects wish may must confess great doubts. resolves preamble gone printers. get oppertunity leaves town send. undoubtedly receive officially president soon. two questions importance several states adjutated opinion happily thrown. one prohibit lotteries several states cry bills credit except continental. 2 considered two questions infringing rights legislatures several states glad negatived. last letters france hold us england brink acknowledging independance absolute necessity affairs much embarrassed public affairs nation ever. 3 important news except yesterday heard 22 sail enemys vessels driven shore staten island-which suppose l hear reaches sr. obdit. humble servt. wm. floyd ``
