,TCP,Year,Title,Content
13566,dg02374,1786,Charles Pettit to James Hutchinson,"""Charles Pettit to James Hutchinson
 Dear Sir, New York 1st. Jany. 1786 It would be ungrateful & unjust to treat so bountiful & so punctual a Correspondent as you have lately been, with neglect; and I hope Ingratitude will never find a Place in the Catalogue of my Vices. I can now, however, afford you little more than an Acknowledgment of this Receipt of your Favours of the 27th & 29th Ult---;for which I return you my Thanks. These Thanks are somewhat like public Certificates---;easily given & often of little Value. They are, however, Evidences of Debts, which, one Time or another, may be paid. This is the 9th or 10th Letter I have written for this Post,(1) & I would yet write some more if I could find Time for it; being still somewhat in Arrears on the several Subjects of Business, Politics & Friendship, to divers Persons who have favoured me with Communications; some of which, however, & not a small proportion, are the private Concerns of Individuals who flatter me with their Confidence as a good natured Servant of the Community of which they are Members. Who knows but that this obliging Disposition may procure me some Perquisites---;or a Promotion to an Office of Profit? You will probably say it is strange that a Person, in apologizing for having but little Time to write on serious Subjects, should run into playful Observations of this Kind. But there are Moments when the Imagination will sometimes run a little wild. I often find that when I sit down to write to a Friend either without a Subject immediately in View, or when I suppose I have not leisure to  January 1, 1786  enter into the Discussion of Subjects that I have on my Mind, my Imagination is apt to be playful, and lead me into Dances that I had never before conceived the Figure of. But Vagaries of this kind must always have something to float upon that is pleasing in itself, or which affords a Foundation for Pleasure or Gratification, tho' the Mind may not have minutely investigated it's Properties and Capacities for affording Pleasures; and perhaps may not have examind to which of several Objects it is possessed of, to impute the Sparks of good Humour it finds to be acting upon it. Whether it be the Interest I feel in the present S[t]ate of Affairs in Pennsylvania, or a temporary flow of Spirits from another Cause that has now led me into an unpremeditated Train, I have not examined; but certain it is that I have let my Pen run into a playful Strain, & followed it so heedlessly that I have not looked a Sentence a Head of it from the Beginning of this Epistle. It has exhausted the Time I can now afford you; I can therefore recall it to Seriousness only to say that  I am much your Friend & obliged Servant, Cha. Pettit [P.S.] Please to deliver the inclosed Letter(2) unobserved by any other than Mrs. Pettit. The Reason for this another time. ""
"
13567,dg02375,1786,Charles Thomson to the States,"""Charles Thomson to the States
 (Circular) Office of Secy of Congress, Jany 3. 1786 In Obedience to the order of Congress I herewith transmit to your Excelly to be communicated to the legislature a state of the represen[ta]tion for the last month.(1) With the greatest respect I have the honor to be yr Excy most obt & most hu Ser, CT ""
"
13568,dg02376,1786,Nathan Dane to Edward Pulling,"""Nathan Dane to Edward Pulling
 Dear Sir,(1) New York, Jany 8, 1786. . . . .Since my arrival here Congress has done but little business there being only seven States assembled at any time, which you know January 8, 1786  are unequal to the great objects of the Confederacy; and a considerable part of the time only six. Congress has lately received interesting dispatches from Europe and has many important subjects before them, they requiring the assent and consideration of nine States we have not entered into any discussion of them, and therefore it has not been practicable to collect, with certainty, the sentiments of the States on them, or to determine what part their Delegates will act in settling the interesting questions as to our conduct towards G. Britain in future, towards the Barbary powers etc., as to vesting commercial powers in Congress, settling the accounts of the several States with the Union, and carrying into effect the Continental impost system. But from the little information I have collected since here I am induced to believe that the federal Government have it in its power to carry its present important subjects into effect in time by a firm and steady perseverance. I do think the States are at present represented in Congress by candid, and for the most part, good federal and republican men---;men reasonably disposed to give up partial, or States interests for the good of the Confederacy. It is true there are several young gentlemen from the Southern States of considerable fortunes, educated in Europe and bred to the law who come with some high ideas of distinction and the etiquette of society; but these sons of a warm and debilitating climate, and a luxurious soil, think and speak plausibly, are gentlemen, and possessed of agreeable qualities but their minds and constitutions want the energy and habits of attention and perseverance of the Northern States---;they are capable by their wealth of giving aid to the Union, and I have that partiality for our Northern people, their efficient strength in the field and abilities in the forum as to believe the Southern States have much to fear from a dissolution of the present Confederacy. Enervated, disposed over a large territory but little inured to constraint they are capable of making perhaps if left to stand alone but little resistance to a foreign enemy or one near home. Nor are their best men totally unacquainted with these circumstances. These considerations must press them into Federal measures---;they surely must be alarmed even at the suggestion of a confederacy of the States north of the Potomac or even the Delaware and give up their opposition to avoid such a measure. All the States have adopted the Contl. impost except R. Island, N. York and Georgia, in the terms of the system recommended. R. Island has done it partially, N. York it is believed will adopt it this winter.(2) Their General Assembly is now convening and will soon enter upon the consideration of it---;if the question whether the Theatre here   shall be suppressed or not and matters more popular and less substantial do not engross their attention. . . . ""
"
13569,dg02377,1786,Charles Thomson to John Dickinson,"""Charles Thomson to John Dickinson
 Dear Sir New York January 9. 1786 I have received both your letters of the 23 and 30th of December last. I delivered to Mr. Duane the letter enclosed in the former and have since taken an Opportunity of conversing with him on the Subject & he promises to write to you shortly. I also called on doct. Cha. Arding for further information. The account he gave me is this. Stephen commonly called Judge Hick left his real estate to his son Thomas and a legacy of 1500 to a natural Daughter, who married a man of the name of Hick a relation of the family. The son Thomas died about four years ago having made a will by which he devised the estate to his half sister, the natural daughter of his father, & her issue, & in default thereof to her Husband and his issue & in case neither of them had issue then to R P. Hicks. The natural daughter died leaving no issue; Her husband who was a worthless drunken profligate fellow aft[er]wards married two wives who are both dead and he himself died last fall but without issue. Being told that the law which broke entails made the estate his in fee, He made a will before his death and devised the estate to a relation. But Doct Arding says that Samuel Jones an eminent laywer [lawyer] who has seen the will & knows all the circumstances is clearly of opinion that the estate belongs to R P. Hicks. The estate consists of two farms. One called the Neck is rented on a lease of three years for the yearly rent of £200; the other farm he thinks is worth a thousand pounds but he does not know what it rents for. This is all the information I have yet been able to obtain. The resolutions for preventing commerce or intercourse with the enemy & empowering judges or officers of the courts of admiralty to interfere you will find under the dates of Novr. 25, 1775, March 23 & April 3, 1776, March 27 & Decr. 4, 1781 & July 17, 1782.(1) Mrs Thomson joins in Love to yourself, cousin Mary, Sally & Maria. January 10, 1786  I am Dear Sir, Your sincere & affectionate friend, Cha Thomson [P.S.] Mrs T has recd Mrs D's letter of 31 Decr & will answer it very soon. ""
"
13570,dg02378,1786,Nathan Dane to Unknown,"""Nathan Dane to Unknown
 Dear Sir,(1) N. York Jan. 10. 1786. You did me the honor to introduce me to an agreeable gentleman here and to mention a correspondence between us at convenient Seasons. I should have improved the favor sooner but I have been waiting for some thing to occur worth communicating and have little or nothing after all. Since my arrival here there have been assembled in Congress only seven States at any time and sometimes only six whence the important affairs of the Union have not come into consideration and nothing of Consequence has been agitated or considered by Congress. We admitted Mr. Temple in the form you see in the B[oston] paper---;this on all hands was agreed to be the most prudent measure considering the present peculiar disposition of the two nations towards each other. Mr. Hancock soon after his choice notified his acceptance of the presidency of Congress. He was expected soon to arrive here but we have not as Delegates of the States individually or in any other way had any information from him. We are enquired of daily by many persons respecting his arrival and it has been reported from time to time that he was on his way. We yesterday were informed by the letter of a friend that on the 2d of this month he was at home confined by his ill state of health. The disposition for vesting Commercial powers in Congress appears to me to be more general particularly in the Southern States than I expected to find it. Nine States N. Hampshire, Massachusetts, R. Island, Connecticut, N. York, Pennsylva., Maryland, Virginia & North Carolina have all except New Hampshire and R Island adopted the resolve of Congr. of Apr. 30, 1784---;in the terms of it---;and those two States have gone as far as the resolve required---;and it is said the other States will adopt it---;and I think it is an unfortunate circumstance that the system of federal Commercial powers recommended by that resolve was not better digested and more adequate to the purposes intended. There are many sensible men who appear to wish Commer- January 10, 1786  cial powers to be vested in Congress to be exercised as occasion may require but think we ought to be very frugal in Commercial restorations and regulations and adopt them only on pressing Occasions. It is beleived here that N. York will this winter adopt or grant the Continental impost, if so Must not Georgia adopt it & R. Island alter her act for granting it, will those two small States stand out against the voice of All the rest. We see many pieces in the Boston papers which are reprinted here and in some of the other States that reflect not a little on the conduct of our Legislature, their last Session respecting the valuation and the postponement of the late requisition, absentees &c. Massachusetts has deservedly her influence and respectability at present in the Union & in my opinion she is deeply interested in preserving them. I am sorry the General Court did not do more and that the Struggle about the valuation of the respective towns is so great but many of those rude attacks upon it can never tend to reform but only to wound the feelings of some and to irritate others to increase and expose discords and lessen us in the eyes of the world. ""
"
13571,dg02379,1786,Pierse Long to John Langdon,"""Pierse Long to John Langdon
 Sir, New York Jany. 11t. 1786 In my letter to your Excelly. of the 30th Novr. I did myself the Honr. to enclose agreable to your directions a return of the States---; who had complied wit- the recommendation of Congress of the 30th April 84---;which I had of the Secy. But in perusing his book of minutes, I found he had not fully complied with my request, And that it might be done in such a manner as the several States should have the information they wished, I moved Congress that the order at the head of the Secys report should be passed---;and have the Honr. to enclose one of said reports for your Excellys. use.(1) With very Great Regard and Esteem, I am, Your Excellencys Most Obt. Hum Servt., Pierse Long January 13, 1786  ""
"
13572,dg02380,1786,Charles Thomson to the States,"""Charles Thomson to the States
 Sir Circular Office of Secretary of Congress, Jany. 12th. 1786. I have the honor to transmit to Your Excellency herewith enclosed a copy of a report which I made to Congress in Obedience to their Order of the 2d of this Month.(1) If I have omitted any of the Acts passed by your State, in compliance with the recommendations specified in the order, I shall take it as a favour if Your Excellency will be pleased to inform me thereof and transmit to me a copy of the Acts that are omitted. With great respect, &c. ""
"
13573,dg02381,1786,Charles Thomson to John Bayard,"""Charles Thomson to John Bayard
 Sir Office of Secretary of Congress, Jany. 13th. 1786. I have examined the sets of the laws sent from Your State, and find a considerable chasm. The bound Vol. contains the laws from the declaration of Independance to October 1781 inclusive---;the three pamphlets contain only the laws passed in 1784 & 1785, beginning with Ch. 163, & continuing to Ch. 242 inclusive. I shall be much obliged if by your Interest, I can have copies of those laws, which were passed from October 1781 to Oct. 1784, & what passed in the last Session.(1) With great respect &c. January 18, 1786  ""
"
13574,dg02382,1786,David Ramsay to John Eliot,"""David Ramsay to John Eliot
 Dear Sir, New-York. Jany 18th 1786 Accept my thanks for your friendly letter by Mr Gorham containing also Mr Gardiners oration.(1) I am happy that it is now in my power to repay you for your friendly attention in furnishing me with copies of your Boston orations.(2) A work which has engaged my attention for five years past is now published. It contains the history of the late War in the Southern States in two octavo volumes, price four dollars. I wait for an opportunity to send a few copies to Boston for sale & I shall at the same time request the favor of you to accept one copy as a tokn of my sincere esteem and regard. The expense of a land conveyance would be too much. I am therefore at a loss how to get them to Boston. They are bound & ready to be sent if I could hit on a proper mode of conveyance. How many copies would you advise me to send? By what route would you propose? & to whom addressed? The work will not be in much demand with you as it is limited to the Southern war; but nevertheless as it is the first that has been published I suppose a few copies might be disposed of. I shall endeavor to pay Boston a visit this winter or the next spring before I return to Carolina. We have only seven States represented in Congress & of course we proceed very languidly in business. We hope for two or three more in the course of a few days. When will President Hancock come on? I long to see him & shall with great pleasure resign to him that chair which I now occupy in his absence. I am sincerely sorry for the many restrictions under which your trade languishes. Though the Southern States suffer less than the Eastern yet they all have a great interest in vesting Congress with [com]petent powers to regulate commerce.  Present my most respectful compliments to Mrs. Elliot & beleive me to be with great regard & esteem your most obed sert & affectionate friend, David Ramsay. ""
"
13575,dg02383,1786,David Ramsay to William Gordon,"""David Ramsay to William Gordon
 Sir, New-York Jany 18th 1786 I have at last published my work & have deliverd to Mr Hazard a complete copy in sheets to be forwarded to you of which I beg your acceptance. Unacquaintd with the roads to the Eastward I presumed Mr Hazard could forward the copy to you much sooner than I could myself. If I knew how I would send forty or fifty copies to Boston for sale; but I am at a loss what conveyance to make use of. I have sent sixteen hundred copies in sheets to Dilly in London & have advertised them in New-York three days ago. I can as yet form no conjecture about the sales; but am of opinion that the trade of an author is a very poor one in our new world. My advances will not be replaced till I have sold 500 copies & my debts contracted & yet unpaid will require the sale of seven hundred more. The edition has cost me 5,500 dollars. The printers bill is 2500 dollars. The engravings 800, the binding 4/10 a copy. In short I have no brilliant pecuniary prospects before me. I fear that your plan of requiring a previous payment will hurt the subscription for your work.(1) I flatter myself that the scarcity of dollars will be a considerable reason why my sales will be little productive. This will hold still stronger where nothing is given to the subscriber but a receipt for a book to be delivered at a future period. How many hundred citizens are there in our States to whom the advance of even three dollars would be very inconvenient? If you can accomplish the work without requiring any advance it would be much for your interest. Pardon the liberty I take in giving advice. I asked my engravers to reserve their plates for you; they seemed averse from it but said they would deliver a number of copies at a reasonable price. I wish you all success & shall recommend to all my acquaintances to become subscribers to your work; but, I fear that little profit will arise from the American sales of your books or of mine. In point of pecuniary interest I would exchange all my prospects for the profits of a few benefit nights of the New York theatre. Present my best respects to Mrs. Gordon & believe me to be yours respectfully, David Ramsay. ""
"
