,TCP,Year,Title,Content
11076,dg01951,1783,North Carolina Delegates to Alexander Martin,"""North Carolina Delegates to Alexander Martin
  Sir. Extract. Philadelphia 19th August 1783 [i.e. 1782]  It is our duty to inform your Excellency that the sending out [prisoners] to America at this Juncture is not by any means a clear proof of benevolence, it may with equal probability be passed to the acct of cunning: for the enemy wish & expect to get regular Soldiers in exchange for those people, many of whom are neither Soldiers nor Sailors.(1) There is certainly a disposition in the present English Ministry to excite among the people of America some desire of a seperate  AUGUST 20, 1782  Peace. And we apprehend that nothing but vigorous & persevering exertions on our part to convince the enemy of our abilities to continue the leaden argument, will compel them to make those offers of peace seriously, which tis probable they are now making insidiously.  We have the honor &ca, Hu Williamson Wm Blount  ""
"
11312,dg019287,1783,Elias Boudinot to Robert Morris,"""Elias Boudinot to Robert Morris
  Sir. Philadelphia 21st Novm 1783 [1782] I lately informed you that Mr. Hanson had spoke to Mr. Way for a Coach; on Conversing with him on the subject he informed me that if he made it with a Crane Neck and finished it properly he must have 500£ for it, he would do it without delay--a few days afterwards, Information was brought me, that the most elegant Coach in the Town was to be sold much Cheaper than a new one could be now had for; I sent for Mr. Way & prevailed on him to go & Examine it for me; on his return Acknowledged that it was one of his own make, had been used but a few times and exceeded anything he could now make for want of such materials & it had actually cost him 500£. he consenting Mr. Hanson when I made Application as a purchaser agreed for it at 300£. including a new sett of Harness & putting on the Publick Arms--I have also agreed for a pair of Horses & wine for the Family both Maderia and Claret--The Payments are to be made in 20 days; I thought it best to give you this early notice of it that you may not be called on unexpectedly for the Money; The whole will be about 600£. If the old Coach was advertised for sale perhaps it would bring 150£. as it has a Crane Neck. I have got the silver from the Treasurer Con- NOVEMBER 21, 1782  sisting of knives forks & spoons to the amount near 100 oz but they by no means suit my purpose except the desert spoons (which are only large teaspoons) & three (?) doz large spoons But as there is neither Tea Pott or Coffee Pott in the House I think they had best be exchanged or sold for those necessary pieces of Plate.(1) I am yours &c. E. Boudinot. MS not found; reprinted from Boudinot, Life and Letters, 1:272-73. 1 No response from Morris to this letter has been found, but the president's steward, Richard Phillips, drew a warrant for $1,600 from the Continental treasurer on November 28 \""for the purchase of a Coach with Harness compleat, One pair of Horses, One Pipe of Madeira Wine and Two Hogsheads of Claret for the use of the said Presidents family.\"" Treasury Waste Book D, p. 122, RG 217, DNA. 

  NEXT SECTION ..  NAVIGATOR""
"
11414,dg019389,1783,Louis Le BÅgue de Presle Duportail,"""Louis Le BÅgue de Presle Duportail
  Sir, Philadelphia 1 January 1783. I have the honor to inform you, that your letter of the 28th ult. was duly laid before Congress; and it gives me a particular pleasure (agreeably to their orders) (1) to testify their approbation of the reasons assigned for your detention in Europe beyond the time fixed in your Furlough. It was with great satisfaction that Congress received the information of your safe arrival in America, where, they hope, that your renewed exertions in the common cause will be again crowned with success. I have the honor to be, with great respect, Sir, your &c. ""
"
11415,dg019390,1783,Alexander Hamilton to George Clinton,"""Alexander Hamilton to George Clinton
  Sir, Philadelphia Jany 1t. 1783. As the Legislature will shortly meet I take the liberty to mention to Your Excellency, that it appears to me of Great Importance, they should take up the affair of Vermont on the idea of a compromise with Massachusetts and New Hampshire and propose to those States a meeting of Commissioners for that purpose. I have little hope that we shall ever be able to engage Congress to act with decision upon the matter or that our State will ever recover any part of the revolted territory but upon a plan that will interest the two States I have mentioned, or at least one of them. If you agree with Massachusetts and New Hampshire, or with one of them, the agreement will I think meet with support here.(1) A peace may shortly take place; this makes it of great importance to our pretensions that the affair should be speedily determined. I have the honor to be yr. Excellencys Most Obed. & hm. Serv. A. Hamilton MS not found; reprinted from Walton, Records of Vermont, 3:288- 89. 1 For the belief that Congress would never be capable of bringing about an end to the Vermont controversy, see also New York Delegates to Clinton, December 9; and Hamilton to John Laurence, December 12, 1782. 

  NEXT SECTION ..  NAVIGATOR""
"
11416,dg019391,1783,James Madison s Notes of Debates,"""James Madison's Notes of Debates
  Wednesday Jany. 1st. 1783 The decison of the controversy between Cont. & Penna. was reported.(1) The communications, made from the Minister of France, concurred with other circumstances in effacing the impressions made by Mr. Jay's letter & Marbois's inclosed. The vote of thanks to Ct. Rochambeau passed with unanimity & cordiality & afforded a fresh proof that the resentment agst. France had greatly subsided.(2) ""
"
11417,dg019392,1783,James Madison to James Madison Sr,"""James Madison to James Madison, Sr.
  Hond Sir Jany 1st. 1783 Mr. Fitzpatrick this moment called on me with notice of his having seen you and b[e]ing desired to let me know that you & the family were well. I had the pleasure of hearing the same by Mr. Jefferson who arrived here a few days ago. Mr. F. sets out so quickly that I have but barely time to tell you that I am well & to inclose you a bundle of Newspapers, from which you will be able [to] gather all the late news. The negociations for peace are said to be going on under the late Commission to Mr. Oswald which authorises him to treat with Commisrs. from the 13 United States. Mr. Jefferson will depart in a little time, in order to give his aid in case it be in season. The insidiousness & instability of the B. cabinet forbid us to be sanguine, especially as the releif of Gibralter was posterior to Oswald's Commission, and the interests to be adjusted among the belligerent parties are extremely complicated. I am with great affection yr. dutf. son, J Madison Jr. ""
"
11418,dg019393,1783,Samuel Osgood to Benjamin Lincoln,"""Samuel Osgood to Benjamin Lincoln
  Dear General. Philadelphia Jany. 1st. 1783. I can only inform you that after much Labor, trouble & fatigue the Deputation set of for Rhode Island the Saturday after you left us; that they returned and will not probably go forward very soon;(1) the Reason is, Virginia has repealed her Act for an Impost. However I do not absolutely deny myself of the pleasing Hope of seeing you in Boston this Winter. I am entirely prepared for a Journey; that Preparation has cost me about two hundred Dollrs. The Purchase of a Horse, saddle & Briddle & some few Articles of Cloathing without which I could not do, you will readily conceive amounted to that Sum. It is a very unfortunate Affair to me & will either oblige me to dispose of my Share in the Bank, or to leave this Place soon. However I wish this not to be  JANUARY 1, 1782  mentioned. I recd. by this Weeks Post from the Secretary (2) an Account of the Amount of my Drafts & a Caution not to make them too frequent by Direction of the Council. I must confess it appears not a little extraordinary to me. It gives me Pain least you should meet with Difficulty, on Account of the Order I gave you. If this should be the Case, I wish you not to press the Board very hard if you can negociate it in Boston for a short Time, & write to my Brother Isaac Osgood at Salem, I doubt not but he will be able pretty punctually to discharge it, I have by this Post requested him to do it;(3) in Case you request it, & inform him when & where. I have inclosed you a Copy of the Secretary's Letter to me & my Answer thereto.(4) I dont recollect that we have any foreign News of Importance since you left us which can be communicated, Tho I am at a Loss to know whereabouts we were in that Respect, at that Time. The Prospect of Peace is not less flattering--perhaps more--yet I should feel much happier to see the Treaties Signed--for I think there are many Considerations, if not on our Side, elsewhere, that may prevent a speedy Peace. The Arrangement of Newhampshire, Rode Island and New Jersey Lines are postponed to the first of March next; & also three Regiments of Pennsylvania. But I think it is radically wrong; I am very sorry to differ with you in Opinion--But the Delegates of N Hampshire & Rhode Island declared in Congress, that their States would not comply--& I think that when they know that Masstts. & Connectt. are not call'd upon who are equally defect. in their Compliment as those two States; that they will not be at a very great partial Expence. However it is done.(5) We have done another very wrong Thing for Baron Steuben. We have referred a Motion to the Financier to take Order for 2,400 Dollrs. in favr. of the Baron on Acct. of Pay. We have repealed all former Allowances of extra Pay, Subsistence, forage, Waggons &ca for himself & family, & ordered in Lieu thereof three hundred Dollrs. per Month.(6) It is not right. However if the Army are content with it, Amen! The Committee of the Army arrived yesterday.(7) Coll Brooks breakfasted with me this Morning. I can't now recollect all the wicked Things we have done since your Departure. Mr. Gorham has been confined for ten or twelve Days but is growing better. Mr. Lovell is now confined he has had a very disagreeable Turn of Feaver & Ague &ca. One Day about Dusk he came down from his Chamber & seemed to be in a strange Condition; the Doctr. was present. Jack insisted upon it that his Legs were so big that he could not move them. His Hands, His Head, His Body were all so big that he could not possibly stir. The Doctr. Thot he was vapoury--felt of his Pulse; & did not find them bad--he bantered him, but to no Purpose; about half an Hour after, he was taken with a most violent fit--nobody was in the Room when he was first taken--they found him in the middle of the floor  JANUARY 1, 1783  perhaps in half a Minute after he was seized. Mr. Gorhams Boy & mine seized him to prevent his injuring himself--for he Jam'd his Head against the floor & kicked most violently. The two Boys were no match for him. The Neighbourhood & the Doctr were soon rallied. After he came out of it, he was very weak & remained so for three or four Days; he seems to be getting a little better now. I have not mentioned to him the Condition he was in. It is now about two Hours since the New year commenced, therefore it is Time for me to bid you Adieu, S. Osgood [P.S.] The Judges at Trenton have determined unanimously in favor of Pennsylvania. I have not had Time by this Post to write my Brother at Salem. If you meet with Difficulty on Account of the Draft--I shall be glad to know it as soon as may be for I can make Provision for the Payment thereof. I think you will Judge that I have wrote a very moderate & decent Letter to the Secry. It was not dictated by my feelings--because I apprehend they may think differently upon a State of Facts. If they do not I shall only return a Month or two sooner for it. I wish you a happy, yes, a thousand happy New Years. Jany. 8th. Greaton, Dayton & Putnam are Brigrs General.(8) ""
"
11419,dg019394,1783,Oliver Wolcott to Oliver Wolcott Jr,"""Oliver Wolcott to Oliver Wolcott, Jr.
  Sir Philadelpa. 1 Janry. 1783. I wrote to you by the last Post.(1) Nothing Material has since occurred except that the Judgment of the Court Appointed to determine the Controversy between Connecticut and Pennsylvania has been read in Congress, by which they have unanimously decided that Connecticut has no Right to the Territory, nor Jurisdiction over the Country in Dispute. The Reasons for the Sentence are not assigned--and consequently the Judgment will not Apply as a Precedent in deciding Other Cases. I hope that Pennsylvania will quiet the Settlers under the Claim of Connecticut, and wish that a Stipulation of this Nature had been entered into previous to the Tryal. JANUARY 2, 1783  Nothing Material has otherwise occurrd since my last. We shall probably soon be better able to judge wheather G Britain seriously intends to settle a Peace--or wheather her Designs are insidious and delusive.(2) As you pass the Post office dayly you will, there enquire every Post for any Letters of Mine. France has remitted the Interest due from the States to her, prior if I remember Right to last July. You will never suffer any Paragraphs in any of my Letters to be printed. Yours, O Wolcott ""
"
11420,dg019395,1783,David Ramsay to John Eliot,"""David Ramsay to John Eliot
  Dear Sir, January 2d 1783, Philada. I am much obliged by your last kind letter of the first of December. You are right with respect to Dr. Warrens oration. I only have the one that was pronounced in 1775 which in my opinion is the best of the whole collection.(1) The account you give of Mr Austin is truly deplorable. What a pity that so bright a sun should set so soon & what is worse set under such a cloud.(2) The evacuation of Charlestown is an event though much desired not yet authenticated. The last southern post brought some disagreeable accounts of Gen. Green being obliged to retreat but this also is not properly ascertained. You ask my opinion on the subject of Dr Whites performance.(3) I have not read it but they who have say that it puts ordination on a presbyterian footing. He is a candid catholic worthy man & most excellent citizen. I think it probable that his plan will be adopted & in that case our churches will only differ from theirs in the forms of worship. Your speaker Mr Gorham has the esteem of Congress & is reckoned a man of abilities & integrity. He has mentioned nothing about Mr  JANUARY 2, 1783  Burgess.(4) My private opinion is that he will gain nothing by applying to Congress. The inconsistency of so soon departing from their own resolution respecting British Subjects would hold them up to public view as a fickle unsteady body if they relaxed in favor of any individual however deserving. The present sense of many members is that the stronger evidence a British subject produces of his attachment to America the more fit he would be to be employed by the enemy. I know nothing of that Gentlemans character; but let it be ever so good I do not believe that Congress would break through their late resolution for his sake. If peace should be established British subjects will have the same liberties of coming to America that other Europeans have. They among them who are our freinds must not take it amiss that we cannot embrace them before that period. My private sentiment is that there are many freinds to America absolutely considered in G. Britain but, I suspect the freindship of all of them to America independent and allied to France. The last I consider as the anchor of the former & would do nothing that would in the most remote manner hurt it. The papers will inform you that negociations are going on, that a new commission is made out empowering Mr Oswald to treat with the States of America. Lord Shelburne is so double a character that I suspect his sincerity in all this. God grant I may be mistaken. With the greatest esteem & regard, I am your real freind & very humble servt, David Ramsay ""
"
11421,dg019396,1783,James Madison s Notes of Debates,"""James Madison's Notes of Debates
  Friday 3d. Jany. [1783] (1) The vote of thanks to the Minister of France which passed yesterday was repealed in consequence of his havg expressed to the President a desire that no notice might be taken of his conduct as to the point in question & of the latter's communicating the same to Congress.(2) The  JANUARY 4, 1783  temper of Congress here again manifested the transient nature of their irritation agst. France. The motion of Mr. Howel put on the Secret Journal gave Congress a great deal of vexation. This expedient for baffling his scheme of raising a ferment in his state & exposing the foreign transactions was adopted only in the last resort; it being questioned by some whether the articles of confederation warranted it.(3) The answer to the note of the French Minister passed unanimously & was a further testimony of the abatement of the effects of Mr. Jay's letter &c. The proceedings of the Ct. in the dispute between Cont. & Pa. were after debates as to the meaning of the confederation in directing such proceeding to be lodged above (4) the acts of Congress entered at large on the Journals.(5) It was remarked that the Delegates from Cont. particularly Mr. Dyer were more captious on the occasion than was consistent with a perfect acquiescence in the decree. ""
"
