,TCP,Year,Title,Content
6469,dg011342,1788,John Jay to Henry Laurens,"""John Jay to Henry Laurens
  Sir, Philadelphia 15th Decr. 1788 (1) As the enclosed Resolution of Congress expresses the high Sense which the Representatives of the United States entertain of the Manner in which you presided in their great Council, it gives me particular Pleasure to have the Honor of transmitting it to You And the more so, as I have Reason to believe it declares the Sentiments not only of Congress but of their Constituents.(2) I have the Honor to be, Sir, with great Respect & Esteem Your most obedt & hble Servt,  John Jay ""
"
14335,dg024310,1788,Arthur St Clair to John Wendell,"""Arthur St. Clair to John Wendell
 Sir New York July 24h. 1788 [1787](1) A Recess having happened in Congress, in consequence of which I had been absent for some time, your Letter with the enclosures(2) did not come to hand until lately---;from the decided manner in which Sir John Temple(3) had replied to my former Application, which I informed you of, there would have been no propriety in my making any other, neither in the delivery of either of the Letters which you submitted to my inspection, and left to my Election. I had therefore determined to return the whole of the Papers before I recd. your favour  July 25, 1787  by Mr. Gardner, but unfortunately missed the last post. They are now enclosed, and as I cannot serve you in the Business, I am glad that it coincides with your desire, and am, Sir, Your very humble Servant, Ar. St. Clair ""
"
14485,dg024464,1788,Samuel A Otis to Elbridge Gerry,"""Samuel A. Otis to Elbridge Gerry
 Dear Sir New York 2d Jany 1788 It was my intention to have done myself the honor to have called upon you, previous to my leaving Massachusetts, but partly from cha- January 2, 1788  grin at undertaking an employment in which I could render but little service to myself, or my Country, And in part from a hurry of business inseperable from my then Situation I was deprived of the honor. I do not now address you upon the great Subject of contemplation, because everything worth your attention (& many things beneath it) has been said, & better said, than is in my power. Much less do I mean to dragg you into Convention; to hiss you for speaking contrary to what I might dictate, Or compell you to vote with me.(1) For besides other objections to the measure, the being run thro the body, for which at the present moment I have no great propensity, seems a natural one; And I am not sure but if I could effect this, as the redoubted Capt Barry did at Philadelphia in regard to a member of their Assembly(2) that you would not turn the hiss upon myself; But my principal design in writing is to evince that esteem, which a series of kind offices on your part have inspired.  And altho without reserve I confess myself a fOEderalist, I have so much charity for unbelievers, as most sincerely to tender you my services, in any way that you may think proper to command them, feeling perfectly secure in your well known delicacy, & nice sense of honor. I am not by any means of opinion, if your dissent & influence, should stop the progress of the new system, that all would be lost, and no Government adopted; altho I am in doubt whether we shall do better; And think there is great danger whilst we are contending for perfection in Government, which no human Legislators are competent to, we shall be left without, any; And there will be a kind of necessity for some of you great Spirits, to come forward and call us to order, in your own right. There seems at present to be a pause in the Govt of the United States. I suppose in their eager attention to the New confederation, the old is forgotten, And therefor only five States (but one from N England) are represented; It is hoped howeverthere will be a meeting of at least seven States in all this month. Mr A Lee is gone down to Virginia (where tis said the opposition gains ground) full of zeal, a Candidate for Convention; Gr. Clinton setts of[f] for Paughkepsie this morning to put his machinery in motion. I understand all the States South of this, Virginia excepted, either have, or will accede. If the E States had a propensity to be jealous, the eagerness, avidity, & illiberality of some of the States, in their mode of adoption, would have inspired it; However I hope nothing will prevent them, & espesially Massachusetts, from discussing & determining the question, with that decorum, & dignity of debate which have marked her public Councils; And that a fair majority will be submitted to, let the question be determined as it may. I should feel myself honored by a line from you as leisure permits, And am very respectfully, Your most humble Sert, Sam. A Otis January 3, 1788  ""
"
14486,dg024465,1788,James Madison to Tench Coxe,"""James Madison to Tench Coxe
 Dear Sir New York Jany. 3d. 1788 I have been favored with yours of the 28 Ult. and thank you for the paper which it inclosed.(1) Your arguments appear to me to place the subject to which they relate in its true light, and must be satisfactory to the writer himself whom they oppose, if he can suspend for a moment his preconceived opinions. But whether they should have any effect or not on him, they will unquestionably be of service in Virginia, and probably in the other Southern States. Col. Hamilton has read the paper with equal pleasure & approbation with myself. He seems to think that the Farmers of New York are in no danger of being infected with an improper jealousy of a sacrifice of their interests to a partiality for commerce or navigation. Connecticut is more likely perhaps to be awake to suspicions of that sort; and it will be well to counteract them every where by candid and judicious explanations. I propose to send a copy of yours to S. Carolina by the first conveyance; and to put another into the hands of some Gentleman who corresponds with Georgia if I can find one. I have no correspondent in that State. I never till very lately received an answer from Virga. on the subject of your former observations in support of the fOEdl Constitution. I find now that the three first letters were published at Richmond in a pamphlet with one or two other little pieces, and that they had a very valuable effect. The 4th was circulated in the Newspapers, not having arrived in time to be put into the pamphlet.(2) We have received no information of very late date or of a satisfactory nature from Europe. The London Head in the paper of this morning which I inclose, mentions a circumstance which leads to some new reflections on the situation of the Dutch.(3) I have no intelligence from the States Eastward of this worth adding. The elections in Massts. must by this time authorize a pretty good estimate of the two parties with regard to the plan of the Convention, but I am not yet possessed of theconjectures on the subject. It seems that both Mr. Gerry who opposed the plan in Convention, and Mr. Dana who followed the example in Congs. are left out of the returns from their respective districts. Perhaps the enmity of the for- January 3, 1788  mer may not only be embittered, but rendered more active and successful by this disappointment. On the floor of the Convention he could only have urged bad arguments, which might be answered & exposed by good ones. Without doors he will be able not only to urge them without opposition, but to insinuate that he could say much more, had he not been deprived of a hearing by the machinations of those who were afraid of being confronted. The post from the South being not yet come in I can not give you any Richmond News. The last I received was a continuation of the evidences of an increasing opposition to the new Government. The Characters which head it account fully for the change of opinions.  With very great esteem & regard I am Dr Sir, Yr Obedt. & very hble servt., Js. Madison Jr ""
"
14487,dg024466,1788,James R Reid to George Ross,"""James R. Reid to George Ross
 Dear Sir, 4th Jany 1788 The depreciation of our paper money is a serious piece of business with public Officers. January 6, 1788  I find I shall have occasion for one month's pay, which I wish I could be favoured with on account, as we got before.(1) Please to give the order to Captain McConnel(2) who will transmit the commuted---;minus £30 pr Centum to Your Very Obedt Huml Servt,  James R. Reid ""
"
14488,dg024467,1788,Nicholas Gilman to John Langdon,"""Nicholas Gilman to John Langdon
 Sir New York January 6th 1788 Your letters of the 23d & 24th Ultimo came duly to hand.(1) Mr Livingston's letter I gave to Barnes who engaged to deliver it: the others I shall forward by the first opportunity or give them to Mr Hazard, as requested. There is no conveyance at present to any part of France, the Packet will probably be the first & will sail about the [ ]5th instant. We have no very particular accounts from the States South of Virginia respecting the great political question. The latest and best advice from Georgia comes from a gentleman in Philadelphia to Mr. Madison, informing him of the arrival of a vessel by which he learns that the new Constitution is so well received in that State as to give reason to believe it will not only be adopted but that their Convention will be unanimous in the act.(2) There seems to be no late accounts from the Carolina's by which one would be more likely to form a just opinion of their dispositions respecting the great question than might be done in the closet by reflecting on the nature of the new Constitution, the present situation of affairs and the genius & disposition of the people of those States. January 6, 1788  The intemperance of the few Philadelphians in attempting to drive the plan through their Legislature and in hissing the minority in Convention has considerably injured the good cause. Yet I see no reason to alter my opinion on the subject, or to disbelieve that the good sense of the people will finally prevail and the Constitution be adopted. There are no late accounts from Europe but the general opinion here is against a war at present between France and England. Please to accept the papers herewith enclosed and believe me to be with great Respect, Sir, your most Obedient & Very Humble Servant, N. Gilman ""
"
14489,dg024468,1788,James Madison to Edmund Randolph,"""James Madison to Edmund Randolph
 My dear friend N. York Jany. 10. 1788. I have put off writing from day to day for some time past, in expectation of being able to give you the news from the packet, which has been looked for every hour. Both the French & English have overstaid their usual time ten or 15 days, and are neither of them yet arrived. We remain wholly in the dark with regard to the posture of things in Europe. I received two days ago your favor of Decr. 27 inclosing a copy of your letter to the Assembly.(1) I have read it with attention, and I can add with pleasure, because the spirit of it does as much honor to your candour, as the general reasoning does to your abilities. Nor can I believe that in this quarter the opponents to the Constitution will find encouragement in it. You are already aware that your objections are not viewed in the same decisive light by me as they are by you. I must own that I differ still more from your opinion, that a prosecution of the experiment of a second Convention will be favorable even in Virginia to the object which I am sure you have at heart. It is to me apparent that had your duty led you to throw your influence into the opposite scale, that it would have given it a decided and unalterable preponderancy; and that Mr. Henry would either have suppressed his enmity, or been baffled in the policy which it has dictated. It appears also that the ground taken by the opponents in different quarters, forbids any hope of concord among them. Nothing can be farther from your views than the principles of different setts of men, who have carried on their opposition under the respectability of your name. In this State the party adverse to the Constitution, notoriously meditate either a dissolution of the Union, or protracting it by patching up the  January 10, 1788  Articles of Confederation. In Connecticut & Massachusetts, the opposition proceeds from that part of the people who have a repugnancy in general to good government, to any substantial abridgment of State powers, and a part of whom in Massts. are known to aim at confusion, and are suspected of wishing a reversal of the Revolution. The Minority in Pennsylva. as far as they are governed by any other views than an habitual & factious opposition, to their rivals, are manifestly averse to some essential ingredients in a national Government. You are better acquainted with Mr. Henry's politics than I can be, but I have for some time considered him as driving at a Southern Confederacy and as no farther concurring in the plan of amendments than as he hopes to render it subservient to his real designs. Viewing the matter in this light, the inference with me is unavoidable that were a second trial to be made, the friends of a good constitution for the Union would not only find themselves not a little differing from each other as to the proper amendments; but perplexed & frustrated by men who had objects totally different. A second Convention would of course be formed under the influence, and composed in great measure of the members of opposition in the several States. But were the first difficulties overcome, and the Constitution re-edited with amendments, the event would still be infinitely precarious. Whatever respect may be due to the rights of private judgment, and no man feels more of it than I do, there can be no doubt that there are subjects to which the capacities of the bulk of mankind are unequal and on which they must and will be governed by those with whom they happen to have acquaintance and confidence. The proposed Constitution is of this description. The great body of those who are both for & against it, must follow the judgment of others not their own. Had the Constitution been framed & recommended by an obscure individual, instead of a body possessing public respect &confidence, there can not be a doubt, that altho' it would have stood in the identical words, it would have commanded little attention from most of those who now admire its wisdom. Had yourself, Col. Mason, Col. R. H. L., Mr. Henry & a few others, seen the Constitution in the same light with those who subscribed it, I have no doubt that Virginia would have been as zealous & unanimous as she is now divided on the subject. I infer from these considerations that if a Government be ever adopted in America, it must result from a fortunate coincidence of leading opinions, and a general confidence of the people in those who may recommend it. The very attempt at a second Convention strikes at the confidence in the first; and the existence of a second by opposing influence to influence, would in a manner destroy an effectual confidence in either, and give a loose to human opinions; which must be as various and irreconcileable concerning theories of Government, as doctrines of Religion; and give opportunities to designing men which it might be impossible to counteract.  The Connecticut Convention has probably come to a decision before this; but the event is not known here. It is understood that a great majority will adopt the Constitution. The accounts from Massts. vary extremely according to the channels through which they come. It is said that S. Adams who has hitherto been reserved, begins to make open declaration of his hostile views. His influence is not great, but this step argues an opinion that he can calculate on a considerable party. It is said here, and I believe on good ground that N. Carolina has postponed her Convention till July, in order to have the previous example of Virga. Should N. Carolina fall into Mr. H---;---;y's politics which does not appear to me improbable, it will endanger the Union more than any other circumstance that could happen. My apprehensions of this danger increase every day. The multiplied inducements at this moment to the local sacrifices necessary to keep the States together, can never be expected to co-incide again, and they are counteracted by so many unpropitious circumstances, that their efficacy can with difficulty be confided in. I have no information from S. Carolina or Georgia, on which any certain opinion can be formed of the temper of those States. The prevailing idea has been that both of them would speedily & generally embrace the Constitution. It is impossible however that the example of Virga. & N. Carolina should not have an influence on their politics. I consider every thing therefore as problematical from Maryland Southward. I am surprised that Col. H. Lee who is a well-wisher to the Constitution should have furnished Wilkinson with the alarm concerning the Mississippi, but the political connections of the latter in Pena. would account for his biass on the subject. We have no Congress yet. The number of St[ate]s on the Spot does not exceed five. It is probable that a quorum will now be soon made. A Delegate from N. Hampshire is expected which will make up a representation from that State. Thetermination of the Connecticut Convention will set her delegates at liberty. And the Meeting of the Assembly of this State, will fill the vacancy which has some time existed in her Delegation. I wish you every happiness, and am with the sincerest affection Yrs.,  Js. Madison Jr ""
"
14490,dg024469,1788,Cyrus Griffin to Thomas FitzSimons,"""Cyrus Griffin to Thomas FitzSimons
 My dear Sir N.Y. Jan. 13. 1788. The Treasury board have been kind enough to cancel the former warrant and to grant another upon the continental officer at Richmond---;which I do myself the honor to inclose to you. Payment I think may be gotten from thence; not the smallest expectation at this place. As my own receipt is given to Mr Hillegas, the Gentleman concerned will be so obliging to transmit me a paper as a counter- balance. I fancy a little mistake will be discovered in that business of the 120,000 dollars---;if the fiscal gentlemen of the union are not deceived in their explanations. We are also very impatient for European Intelligence---;nothing of consequence can as yet be relied upon---;the packets are hourly expected. A little period since our Ministers abroad were predicting a speedy war. I do not believe the affairs of Europe exhibit at this time a more pacific appearance. If the contest in Holland has terminated with peace to the provinces, France will accept the challenge from England with spirit and with equal ability. A little while and then we may determine with certainty. Connecticut has received the Constitution---;a great majority. Four states have now adopted. Parties are running very high in Massachusetts: Samuel Adams and his friends have at length come forward: the Delegates from that Government, who understand characters, are doubtful of a happy Issue. If Mass. should be so unwise and dishonest to reject the system, N. York and Virginia will not hesitate one moment to follow the example---;and then farewell to a federal Government of the whole; the baneful, the fatal consequences not one of us can forsee in their extent. I beg leave to trouble you with a small letter to Spruce street.(1) I intended to Philadelphia for a little---;but as my cold is bad, and what is still worse my pay would cease when absent from the Seat of Congress. I believe dear Madam had better spend the long nights without a partner, than the short days without Soup. Do me thekindness to present my best Regards to your lady. I have the honor to be with great respect, my dear sir, your most obedient Servant, C. Griffin Jan. 14. The inclosed printed paper will shew you the state of things in Europe---;rather unexpected---;and many Gentlemen much disappointed. ""
"
14491,dg024470,1788,James R Reid to Tench Coxe,"""James R. Reid to Tench Coxe
 My dear Sir, 15th Jany 1788 I am much obliged by your favor of the 28th ultimo. I am pleased with the stile in which R. H. Lee is addressed,(1) as decency is certainly the only medium through which we may expect to produce conviction in a mind so enlightened as his. I had read your commercial treatise before I left Carlisle.(2) I have read it again together with your agricultural tract including manufactures;(3) they are good because they are practicable and will be of great service to me in my commercial enquiries. The paper will give you the news of the day. We have unfavourable accounts from Carlisle. I wish violence may subside---;it seems they have established an Auto de fé---;and have whipped, hung and burned the Chief Justice and Mr. Wilson.(4) With respect to the adoption of the proposed fOEderal Government I am alternately agitated by fear and quieted by hope. A golden day is now passing when a good government would invite many of the dutch patriots with immensity of wealth. January 20, 1788  We expect to make a Congress next week if the States South of the Delaware were represented. I think sufficient reasons could be urged to induce Congress to adjourn to Philadelphia about the first of May. I understand the opposition are brooding over something which will be hatched by the time of meeting of the next Assembly in February. Whether the offering will be a quadruped or a biped is not sufficiently known until it comes into existence. It must offer a legal and constitutional proof that the people of Pennsylvania were not represented in the last convention, and of course overset their proceedings. (This is inter nos). I am my dear Sir with much esteem Your friend and Very Obedt Huml Servt, James R. Reid ""
"
14492,dg024471,1788,James Madison to Tench Coxe,"""James Madison to Tench Coxe
 Dear Sir N. York Jany. 20. 1788. I have received and forwarded your letter and pamphlet to Mr. King.(1) The latest information from Boston makes it probable that every aid to the fOEderal cause will be wanted there. The antifederal party have found such reinfor<<ce>ments in the Insurgents, and the province of Maine which is afraid of creating obstacles to her separation, that there is the most serious reason to apprehend the friends of the Constitution will be outnumbered. The consequences of such an event elsewhere, are as obvious as they are melancholy. The Legislature at Poughkepsy is much divided on the point of submitting the Constitution to a Convention. The House of Assembly is in the affirmative, and is even supposed to be friendly to the merits. The Senate in its present State is opposed to a Convention. The arrival of the absent members may turn the scale in favor of one. On the merits that branch is certainly in the negative. The little piece by Philanthropos is  January 20, 1788  well calculated to cherish the distrust of a favorable issue to a second Convention, and will be reprinted here. I do not know a better mode of serving the fOEderal cause at this moment than to display the disagreement of those who make a common cause agst. the Constitution. It must produce the best affects on all who seriously wish a good general Government.(2) Your commands for the Editor of the paper under the title of Publicus shall be attended to.(3) I am Dear Sir with great respect Yr Obedt. hbl sert. Js. Madison Jr Reprinted from Madison, Papers (Rutland), 17:525. 1 For Coxe's letter of January 16 enclosing federalist speeches from Thomas Lloyd's Debates of the Convention, of the State of Pennsylvania, on the Constitution, Proposed for the Government of the United States (Philadelphia, 1788), see Madison, Papers (Rutland), 10:375; and Evans, Am. Bibliography, no. 21,365. 2 Coxe's \""little piece\"" under the pseudonym \""Philanthropos,\"" in which he pointed out the extent to which three non-signers of the Constitution---;Elbridge Gerry, George Mason, and Edmund Randolph---;differed from one another in their opposition to the Constitution, had been published in the Pennsylvania Gazette and Philadelphia Independent Gazetteer on January 16. Madison had it reprinted in the New York Morning Post of January 21 and the Daily Advertiser of January 23. See Doc. Hist. of Ratif., 15:391--;93. 3 Coxe had requested that a copy of \""the letters of Publius,\"" which were \""to be printed by Subscription at New Yk,\"" be sent to him. 

  NEXT SECTION ..  NAVIGATOR""
"
