,TCP,Year,Title,Content
14255,dg024230,1789,Rufus King to Nathan Dane,"""Rufus King to Nathan Dane
 Dr. Sir Philadelphia 27. May [17]87 New York, New Jersey, Pennsylvania, Delaware, Virginia, North & South Carolina were represented on Friday; and the convention proceeded to appoint Genl. Washington their President and Major Jackson their Secretary. We are adjourned until Tomorrow, and flatter ourselves that Massachusetts, Connecticut & Georgia will be then represented. Maryland has one Delegate present, but it is uncertain when his Colleagues will arrive. Nothing has transpired in the present un- May 27, 1789  opened condition of the business of this meeting, which furnishes reasonable Grounds even to conjecture the Result of their Deliberations. I observe with great Pleasure that Mr. Parsons is appointed a Representative at Newburyport, and I am of opinion that it will be fortunate that Greenleaf was left out of the Senate provided he takes his Seat in the House. As I am extremely anxious concerning the situation of Mass. I pray you to give me from Time to time such information as you may obtain, as well relating to the Disaffection in the western Counties, as of the proceedings of the Genl. Court. In return if any thing of consequence shall turn up in this Quarter, I shall with great pleasure give you information thereof. Farewel, R King ""
"
14871,dg025340,1789,Hugh Williamson to James Iredell,"""Hugh Williamson to James Iredell
 Dear Sir: New York, 5th January, '89. Your favor of the 11th ult. came to hand three days ago. The post in cold weather seems to move slowly. I am very glad that the subject of the new Constitution is to be again before the citizens of North Carolina.(1) Presuming that the same cause that prevented your attendance at the last meeting of the Assembly will prevent you from attending at the next Convention and Assembly, I shall, in such case only, assure the inhabitants of Edenton of my readiness to serve them; but if you can make it convenient to attend as the representative of that town, which I heartily wish, I shall offer to serve some of the counties as delegate in the Convention only. I have, as you may believe, the business much at heart, and wish to add my small mite to the endeavors of our friends. January 5, 1789  Mrs. Williamson,(2) who has at this instant been inquiring to whom I am writing, and been informed that I am writing to an inhabitant of Edenton, who is a particular friend, and one of the best men, as well as best lawyers in America, says that either of these circumstances would induce her to present you with her compliments, but all of them united engage her to request that I would present you with a tender of her esteem, &c. Hu. Williamson. MS not found; reprinted from McRee, Iredell Correspondence, 2:248. 1 Following North Carolina's rejection of the federal Constitution in August, a call for a second state convention was adopted November 30, 1788, although it did not actually convene until November 16, 1789. 2 For Williamson's recent marriage, see John Dawson to James Madison, January 29?, note 7. 

  NEXT SECTION ..  NAVIGATOR""
"
14872,dg025341,1789,Robert Barnwell to John Kean,"""Robert Barnwell to John Kean
 Dr Sir New York Jan 10 1789. I did myself the pleasure of writing you sometime ago(1) which letter I hope you have received as it contained the agreable information of the good health of all of your relations and acquaintances whom I knew, since then I have had the satisfaction of being introduced to a number of valuable characters, and amongst them though at the head in my opinion is Mr. Jay, from some cause unknown to my self I had ever entertained the highest estimation of the Ability and Principle of this gentleman. Neither his Official writings nor his conversation gave me room to think this predilection misplaced. The most happy talent in the distribution of his Subjects, the closest reasoning and the most impartial Reports combine to render him the most proper person for the Office which he holds, and on seing him and hearing him speak (the purity of his language excepted) could I believe the transmigration of souls. I could readily distinguish the same Spirit and appearance which belonged to and inspired a Hamden and a Pym. The Politicks of this State are at present particularly interesting. The spirit of Party might be said to rage here. The Senate and house of Representatives, now sitting at Albany, are devided in sentiment upon the mode of choosing Senators and Electors, the Senate have a FOEderal majority of four in twelve, the other house an Anti--;FOEderal majority of eight in thirty two. The latter are for choosing the abovementioned persons according to the principle of the State Constitution. The Senate stickle for the appointment of one Senator and half  January 10, 1789  of the Electors. In the one case they will devide and consequently almost render useless their representation. In the other the vote of the State will be entirely and invariably opposed to the New Government. The Men of character, ability and FOEderal principles in this City expect and hope that the Senate will not yield, in which case the probability is, that they will neither appoint Senators or Electors, and even this is here considered as being better than the suffering of the unacommodating Anti-FOEderal spirit to commix with the Government. This is certainly a subject of considerable import both as it respects the State and the Union. As it respects the State, because it has established a System of party gover[n]ment which most certainly will tinge every transaction unconnected or not with the New Government, and as it relates to the Union, because it will snagg into their consideration the question so much disliked of the powers which are vested in their Representatives of direction, the Times, Manners and places of holding and conducting elections. A Question of the most forbidding aspect and of the most painfull tendency. This interesting business will be, soon, or rather is decided upon already. Although no intelligence has been here received of it, in a few days we shall hear its issue and as I cannot delay the dispatch of this letter, I will do myself what I am apprehensive the writing to you can alone make the pleasure of informing you of it by the next opportunity. You doubtless wish to hear whether we have made a Congress and what we are like to do. The backwardness of the neighbouring Members hath hitherto prevented us from forming a house, although we expect it daily. Should we be able to proceed to business, a question of considerable importance will I imagine be gone into upon the subject of an agreement relating to the delivery of Fugitives on our part and that of Spain. I had a conversation with Mr Jay a few days ago on this point and he seems to make not the leastdoubt, but that Don D. de Gardoqui will treat upon this seperately from a general treaty. This to us would be as important in its consequences as it was unexpected on my part. This is so generally spoken of that I do not think it improper to speak of to you. You will do me the favor to say nothing about it, if you perceive an impropriety. I meant to have said something more but the opportunity presses and I have but time to request my most respectful compliments to Mrs Kean and to assure you, With how much Sincerity I am Your Humble Servt, Robt Barnwell ""
"
14873,dg025342,1789,Samuel A Otis to Jeremiah Wadsworth,"""Samuel A. Otis to Jeremiah Wadsworth
 Dear Sir New York Jany 12th 1789 Agreeably to your request I inform you that So Carolina, Verginia, Pensilvania & N Jersey are represented in Congress & that Massachusetts & N Carolina probably will be in a few days; Other Delegates are expected & I wish to see Connecticut upon the ground. I congratulate you upon your election to a seat in the New Government.(1) I am disappointed in mine contrary to well grounded expectations; upon which having been long practised in public affairs, my misfortunes peculiar, & my commercial prospects at an end, I am induced to solicit public favor.(2) I find Mr Thomson will not accept of being Clerk of the Senate, to which, or the Clerkship of the House, I am advised to offer myself a Candidate,(3) And in either of which your friendship and influence would go far to further my views, which have never extended thro life than a decent subsistence, and which now bounds my most sanguine wishes or aspiring hopes. Should you Sir approve my proposition as it relates to either of the appointments, and being a stranger to some of your honorable Colleagues, would mention my pretensions, it would confer an obligation. The Conduct of Clinton & the assembly is alarming, his opposition is open, decided & formidable. You will present me very respectfully to Mrs Wadsworth & your agreeable family & beleive me with esteem & respect, Your most humble Sert, Sam. A. Otis ""
"
14875,dg025344,1789,Hugh Williamson to Samuel Johnston,"""Hugh Williamson to Samuel Johnston
 Dear Sir New York 19th Jany 1789 Yours of the 20th ult did not come to Hand 'till on the 17th Inst. I consider myself flattered by the additional Proof our State has given of their Confidence in my Disposition to serve them. Certainly the Duties of an Agent in settling old & intricate Accounts are not so agreeable to my feelings as some other Commissions with which I have been honoured by the State, but I conceive that the State is deeply interested in the faithful Discharge of these Duties and in Cases where the public may be profited by any Service of mine I shall never shun an Office meerly because it is laborious. I shall therefore accept of the Appointment and in Discharge of the same shall try to deserve the approbation of the State.(1) The general Commissioners of Congress are just arrived in Town & are as I think to enter on the Duties of their Office on this day.(2) I hope that no Time will be lost in forwarding the Charges and Vouchers of our State. I have the Honour to be with the utmost Consideration Dear, sir, Your most obedt & very hble Servt., Hu Williamson ""
"
14876,dg025345,1789,Samuel A Otis to Paine Wingate,"""Samuel A. Otis to Paine Wingate
 Dear Sir New York Jany 20 1789 Permit me to congratulate you upon your appointment to a Seat in the fOEderal Senate,(1) & to avail myself of that friendship with which you have long honored me. Being disappointed in my election as one of the Massachusetts Representatives,(2) to which I had some pretensions & the fairest prospects, my friends have given me some expectation of success in being appointed Clerk of the Senate, as I am informed Mr Thomson will not accept of that appointment; But in prosecution of this object I know I have various interests to reconcile & some Competitors. I therfore only request your consideration of my pretensions without commiting yourself. I have not the honor of an intimacy with Mr Langdon but have requested a friend to mention my views, Which if you should approve, you would oblige me also to mention to that honorable Gentleman. My commercial plans you are sensible have been unsuccessful, & altho I have striven hard against the stream of adversity it seems to bear me down, & with dispositions to be employed I am quite out of business. I will not be my own encomiast but rest the business.  I expected Congress would have been in session before this time but am disappointed, by the 1st of the next month there will or ought to be a Congress. The assembly of this State will I am apprehensive give all possible opposition to the new Goverment. You know the character of Mr Clinton & his influence rather seems to encrease. With my Compliments to Mr Gillman I am, Dear Sir, Your friend & Most huml Sert, Sam. A. Otis ""
"
14877,dg025346,1789,Tench Coxe to Alexander Hamilton,"""Tench Coxe to Alexander Hamilton
 Dear Sir 23d January 89 Our city are about applying to the legislature for an incorporation, and among other lights have availed themselves of the corporation act of your city. As experience points out many defects, wch. do not at first strike the observation, you will very much oblige me by noting such things as you would advise us to avoid. If there are any matters  January 24, 1789  which have been omitted, or if there are any clauses in the act of extraordinary Value I would wish your notes to extend to them. These notes may be brief, and will be in time, if your engagements permit you to make them by the 28th or 30th instant.(1) I am, Sir, very respectfully, Yr. mo. obedt. h. Servt., Tench Coxe ""
"
14878,dg025347,1789,Hugh Williamson to James Iredell,"""Hugh Williamson to James Iredell
 Dear Sir New York 24th Jany 1789 Having read the inclosed more than once as you may conclude from its Dress, I verily thought that I had forwarded it to you long since for it contains some good Funnical Remarks. If it has not hitherto appeard in Edenton be so good as hand it to the Govr. after you have had your Laugh. The Genl. Assembly of this State after spending near 2 months in pure wrangling, during which Time many of them have had the felicity to make a clear saving of one Dlr per day, have at length agreed to divide the state into six Election Districts for the choice of Representatives in the new Congress.(1) They cannot yet agree about the mode of chusing Senators. The House of commons want to have all Antis & the Senate wish to have at least one of the Congress Senators a federal Man.  Some Time ago I wrote you that in Case our State should agree to try the Effects of a new Convention I should be glad to take a Seat in the same if chosen. There can be no great Harm in saying that Edenton may be more effectively represented both in Convention & Assembly than by its present Member. To the best of my Recollection the Convention sits very near the Time when the superiour Court of Newbern sits. I have nevertheless some Hope that there is not an absolute Interference and that you will be able to represent our Town in the Convention though probably not in the Assembly. I am very indifferent about whether I am in the Assembly or not, my Object is the Convention but I would also of choice serve in the Assembly also, for if the Constitution is adopted some interesting Business comes on before the Assembly. If you can serve Edenton in both Capacities, so much the better for the public & in that Case I shall offer for one of the Counties in Convention only and I think the competition for that particular Office will not be very great. If you can serve for the Convention only, I shall be glad to serve the Town in the Assembly & shall offer to serve one of the Counties, as in the otherCase, in Conven- January 24, 1789  tion. I have not yet determined for which of the Counties I should offer with greatest Prospect of Success. If Captn. Collins should not be disposed to serve for Tyrrell or if his Business should make it inconvenient for him to attend I presume that with the Interest of the Lake Company I might secure an Election for the Convention in that County. In our own County of Chowan the double Representation will doubtless engage the chief competition but there will probably be sundry Candidates even for the two additional Seats in the Convention. I shall thank you for your advice on the whole of this Business. Be pleased present Mrs Iredell & the other Ladies in your Family with my Respects & believe me to be with great Esteem, Dr sir, Your obedt servt., Hu Williamson ""
"
14879,dg025348,1789,Tench Coxe to Thomas Mifflin,"""Tench Coxe to Thomas Mifflin
 Sir, New York, 26th Jan'y, 1789. I had the honor of writing you a very few lines shortly after my arrival.(1) Mr. Gorham having arr'd since,(2) we have five states, and every reason to expect there will be seven in a week or ten days. The State of New York have not yet appointed Senators; nor does it appear probable they will appoint this Session. The day of electing Representatives, I am assured is fixed on the 2d Tuesday in March; as the Government is appointed to meet on the 4th, they probably will be some days unrepresented in the house rep's. This may be favourable to the removal of Congress. In a conversation last Night with Mr. Gorham, I find he and Mr. Philips,(3) who purchased of Massachusetts, all the lands between the line of pre-emption and the western bounds of New York, are of opinion that the words of the New York cession to Congress do not operate a transfer of the lands east of Erie to Congress, and of course that the jurisdiction remains in New York and that the property is vested in them under the grant of New York to Massachusetts---;'Tis certain that the grant or cession of New York discovers a considerable deficiency of Geographical information, which you will easily see, Sir, by recurring to it. The substance is that New York is to continue her South line along our North line to the end of the latter and so far beyond it as to throw a particular part of the Western Waters (the western Bend of Lake Ontario), 20 miles east of a line to be run from the extremity of the South line aforesaid to the 45th degree of N. Latitude. It is now ascertained, that the 20 miles east of the place in contemplation will be contained within a line that will fall far on this side Erie. The question  January 26, 1789  will be, what will be the Consequence of this geographical Error? My opinion on a slight examination is, that it will leave our purchase good. Mr. Gorham seems desirous, if the law proves theirs to sell to Pennsylvania, but it is necessary that we remember their doctrine deprives us of the Jurisdiction, for New York most probably will not part with it. I think it proper to add further that Mr. Gorham raised a question, whether the grant of the Jurisdiction to Penns'a by Congress was valid. These loose hints, Sir, upon so important a point are not fit in form, at least, for the public Eye, but it is necessary, that you, and the other superior characters in our government should be apprized of the difficulty which is attempted to be raised. The purchase made of the Indians by Mr. Gorham & Co., (part of their whole purchase of the state) begins at our 82d mile stone, and runs along our N. line to the 124th, and then runs due N. to the great Fork of the Genesee river. The tract of country is about 42 miles E. & W., & about 70 miles N. & S., computed to contain 2 millions of acres, divided into Townships of 6 miles Squares about one hundred in number. Of these Townships 35 are sold lying on the N.E. quarter principally, the remainder being on the Genesee River. Those on our line are yet unsold. It appears clear to me that the most accessible Market for this part of their purchase must be down the Tioga, which renders the settlement of that country a beneficial thing to us in regard to commerce, as it evidently is also in regard to defence from the Indians. They sell in specie from 14d to 18d lawful per acre, with the Townships only run out, so that the expence of subdividing remains. The accounts of the situation of the King of Great Britain renders his death, at this moment, highly probable, and his restoration to any vigor of mind or body (if he should live), almost impossible. A dropsical disease, accompanyed with symptoms of excessive taint in his blood, and with disorder inhis mind, has invaded his whole muscular system. The derangement of the funds of England, whose public credit has been most ingeniously and wonderfully extended, as her debts became alarmingly great, appears to me a very probable Consequence of a change of Kings with its usual consequences a change of Ministers, principles and systems. By letters of the 21st of Novem., from Bristol, the British King was not dead at that time. I have the honor of being, very respectfully, your Excellency's most obedt. & most humble Servant, Tench Coxe MS not found; reprinted from Pa. Archives, 1st ser. 11:539--;40. 1 Not found. According to Secretary Charles Thomson's journal Coxe arrived January 10. JCC, 34:605. 2 For Nathaniel Gorham's arrival this date, see ibid. Although there is no other official record of his attendance during the Congress of 1788--;89, Gorham later claimed compensation for attendance as a Massachusetts delegate from December 20, 1788 to March 19, 1789, for which he was paid in full July 11, 1789. Carson Collection, PP. 3 That is, Oliver Phelps. See Samuel A. Otis to James Warren, April 24, 1788, note 2. January 27, 1789 

  NEXT SECTION ..  NAVIGATOR""
"
14880,dg025349,1789,Tench Coxe to James Madison,"""Tench Coxe to James Madison
 Dear Sir, New York 27th. Jany 1789. I have been here about a Fortnight during which time we have not made a Congress. So. Carolina, Virga, Pennsa, N. Jersey, & Massachussets are represented. There is one Member from each of the States of Rhode Island, N. Carolina & Georgia, but none from New Hampshire, Connecticut, N. York, Delaware or Maryland. I very much wish we may make a house in a week or ten days, as I think the Appearance in Europe, & perhaps even here, of the old Congress being in full operation and tranquilly yielding the seats to the new would have a good effect. The misrepresentations in Europe have been extremely gross, and must have an unfavorable effect upon Emigration in the poorer ranks of life. Col. Wadsworth has been mentiond as President. I respect him much, but I wish to give appearance to the old System by a Character of rather more celebrity. Mr. Adams would meet my Judgment better than any member of the present house. The principal Objection is his Absence, which I fear will deprive him of his chance. The federal business in Pennsa. is happily closed. Our Electors, & Senators are all federal, & seven of our Reps.(1) ---;the eighth is a German, so that I doubt not he will feel the influence of the federalism of his countrymen which is actual, and he will also I think, from being rather fond of public office, feel the federalism of the state. His Sentiments were doubting if not opposed to the Constitution. He is a man of private virtue, some Patriotism & judgment, and not ignorant of the Affairs of Pennsylvania. In our state politics he has been a constitutionalist latterly a mild one, that is a prudent politician. The State of New York still retain their impressions against the Constitution. They still decline to elect Senators upon legislative principles, and I think an absence of two of the Senate is, from Appearances determined on to avoid the precedent of conceding their due legislative independence. They will have two antifdlts, and no Merchant ontheir Senate. Massachussets & Pennsa. alone have attended to mercantile character in the Senate,(2) which will assist in obviating the Objections to the commercial powers of that body. This is in favor of the Constitution, but possibly not so favorable to the interests of the Union as if there were five or six merchants. The practice under the Constitution will, in my opinion, be more agreeable to the Opposition in many other particulars than their leaders are aware of. In this particular instance it is fortunate that our Senator is a man of extensive political information, and landed property and, tho a practical Merchant, a friend to a pretty free System of Trade. I do not think the most captious agriculturist in the Senate will find Mr. Morris tenacious of any principle that will be injurious to the landed interest. January 27, 1789  The election of New Jersey for Electors is federal.(3) This with the choice of their Senators augurs well with regard to the reps. I do not find any doubt that there will be two fedts. among them, most probably three and I think very probably four. The federalism of Jersey, and its obligations and inducements to adhere to the union & a vigorous system of federal politics, will be a pretty strong Security for the good Conduct of her Representatives. The re-election of a federalist for a Senator by New Hampshire is a symptom of the continuance of the Acquiescence of that State in the Constitution. Mr. Wingate I mean in the room of Mr. Bartlett.(4) I find too they think of Mr. Adams as V.P. which also shews there is no violent discontent. There are good Symptoms also in the Elections so far as known here. Massachussetts seems also to evince feelings equally favorable, and Connecticut still more. I understand however from Dr. Johnson that the latter State mean to remove all their Senators & reps. from all state offices. This tho merely from general republican reasons will probably lose us an individual or two of the Senate & house of Reps. Mr. Ellsworth, and I think Mr. Sherman are of the state Judiciary. They will be great losses to the government, if they adhere to their state Appointments. Delaware has given us federalists altogether, and I believe Maryland.(5) From this detail, of wch. I presume you knew the greater part before I think the Government will be well supported from the North side of the Powtowmack, even in the house of Reps. New York by her districts will have two federalists & very able ones I hope. The Election of Virga. is an Object of great Anxiety with me---; not that I hope or fear much, for I presume the ticket will have a very moderate portion of federalism. But, Sir, when [I] examine the list of representatives & see how few are yet returned and how few are likely to be returned to that house, who are able to take the lead in a scene of that kind Iconfess I feel some apprehensions about the advantages the opposition may gain from the Speakers of your state, and the greatest solicitude lest we should be deprived of that support which your ticket may give us. I most sincerely hope this will find your own election secured. The Senate was in my mind not the place in which the cause required you to be in any point of view, but one that there seemed little probability that your legislature would favor the pretensions of any federalist unless they would elect you. Your election would be a gain therefore, wch. could not perhaps be otherwise secured, but the Senate was never the place where my fears rested. I therefore felt little regret at the issue of the choice by your state.(6) The house of Representatives is a scene of the utmost importance.(7) If happily conducted little is to be feared---;if it proves unfriendly great talents---;great exertions---;great public estimation in favor of our leading friends will be necessary to prevent the most serious evils---;if it cannot   be induced to countenance the constitution the unanimity of the Senate would, under present circumstance avail but little. The election of the President seems likely to be unanimous. It is perhaps the greatest personal point that will ever occur in this Country, that it be secure---;and I feel the most cordial satisfaction in considering it beyond all hazard. The Office of V.P. seems destined for Mr. Adams, who will have nearly all Pennsa, Delaware & New England, probably Jersey. Mr. Rutlege I understand will be pushed by S. Carolina, and Mr Jay who is the only candidate besides that is talked off [of] will have but little support in this Matter left. He appears to have no Views himself. Tho well qualified for more important station than the proper Duties of the VP. render that yet I think it would be wrong to draw him for the Office of foreign affairs. Our treaties are all unformed---;he alone knows the whole Negociations---;he is among the very few who have been in the way of qualifying themselves for foreign negociation. He is much esteemed in Pennsa. but her votes & influence would be exerted against him in the present state of the question on the seat of Government. Mr. Adams is esteemed by the people---;has high ideas of Government---;is a friend to property---;will take the feelings of New England with him---;has been used to the forms of legislative & diplomatic business---;he is a man of a pure private Character, & has knowledge & abilities beyond the proper duties of a V.P. which indeed are not very important. He will lose few votes, I think from the North side of Maryland (where also he is seriously thought of) but from an apprehension that he may outrun the genl. or hazard the election of the latter. This tho in my mind a very small hazard indeed I am pleased to observe is foreseen, and will be attended to. Mr. Dawson assures me this letter will reach you if sent to the Office at Fredericksburg which is the Reason of my sending that way. I am with very greattruth, dear Sir, yr. respectful & aff. h. Servt., Tench Coxe ""
"
