,TCP,Year,Title,Content
12760,dg021545,1785,Charles Thomson to Samuel Hardy,"""Charles Thomson to Samuel Hardy
  Dear Sir, Philada July 2. 1785 [i.e., 1784]  I should have sent you some account of Longchamps trial, but you will have it better from Mr Wilson & Mr Attorney general (1) who are gone down to meet the committee. I think it will be proper to send a minute detail of this matter to our ministers in Paris to prevent any disagreeable consequences. For this purpose I have requested Mr Attorney general to be careful in preserving the correspondence that has passed between him and Mr Marbois on the subject as well as notes relative thereto. When he returns I will call upon him & draw  JULY 2, 1784  up a short account, which I shall have the honor of submitting to your inspection. I have had a slight touch of a disorder which usually attacks me at this season of the year. It has left me weak but I hope I shall soon recover. Please to make my respects to the Comee. With great esteem & respect I am Sr your most obt & most h Ser, CT P.S. I send you the first 3 numbers of the herald,(2) a paper which has just made its appearance in this City. ""
"
12936,dg02278,1785,Pierse Long to Meshech Weare,"""Pierse Long to Meshech Weare
  Sir, New York Jany. 1st. 1785. I have the honor to inform your Excelly. of my arriving at Trenton the day Congress adjourned to this city to meet the 11th Instant---;by the inclosed paper you will see their Resolves for that purpose.(1) My next will be by a vessel bound from this place to Portsmouth, by whom I expect to transmit the Journals of Congress so far as they may be prepared at that time. In the interim I am with sentiments of Esteem & Respect, Your Excelly, Most Obedt. Huml. Servt. Pierse Long P.S. I expect Mr Foster will be here in a few days, from Princeton---;where I left him two days ago. ""
"
12937,dg02279,1785,James Monroe to Patrick Henry,"""James Monroe to Patrick Henry
  Sir Phila. Jany. 1st. 1785 I transmit to your Excellency the resolutions of Congress respecting the places of their temporary & permanent residence. In the first view, the question was put on Phila. & negativ'd, Pensyla., Virga. & the three southern States voting for it; then on N. York & carried, the southern States, except Georgia, acceding to the measure.(1) Every State seem'd sensible of the necessity of our removal from Trenton, for the several delegations exclusive of the officers of Congress & the foreign ministers could not obtain tolerable accommodations there, and we had already experienc'd inconvenience from these circumstances. We put the question upon Georgeton for our permanent residence but it was negativ'd; it was then put on the falls of the Delaware & carried by 8 States. Sensible of the propriety of coming to some decision upon this subject, from a conviction that the publick named character must suffer from their remaining longer in the late fluctuating state, all Congress shew'd an earnest solicitude to effect it. The majority of the States were decidedly in favor of the latter position, & we had only the alternative left us of acceding to a measure which the superior voice of the union requir'd, or to frustrate it & keep the business fluctuating as heretofore, which could be effected only in the absence of N. Hamshire or Connecticut, whose delegations were daily  JANUARY 1, 1785  expected, & we prefered the former course. I have the honor to be with great respect & esteem yr. Excellency's very humble sert. Jas. Monroe(2) ""
"
12939,dg02281,1785,Abiel Foster to Joseph Howell Jr,"""Abiel Foster to Joseph Howell, Jr.
  Sir(1) New York Jany. 10th. 1785 I enclose a Letter from his Excellency the President of New Hamshire, requesting you to return the same, with the fullest information on the subject of it, which Mr. Pierce's Office will afford.(2) Your compliance, as early as the nature of the business will admit, will much oblige Yours &c. Abiel Foster ""
"
12940,dg02282,1785,Thomas Stone to the Maryland Assembly,"""Thomas Stone to the Maryland Assembly
  Gentlemen. Annapolis Jan. 11. 1785 The legality of arresting Captain Henry Carbery by a Warrant from a Committee of Congress having been questioned and I being a Member of the Committee and desirous that the General Assembly should be fully informed of the part I took in this and every other Measure while acting as their Delegate in Congress beg leave to submit the following State of facts relative to this Subject.(1) On the 16th of March last information was given to Congress as I understood, that Capt Carbery & Mr Sullivan were in a Vessell lying in the harbour of Annapolis in consequence of which upon the Motion of Mr Reed of South Carolina a Committee was appointed to take Measures for their arrest, upon enquiry it was found that the information given to Congress was erro- JANUARY 11, 1785  neous. On the 23d of April Mr Reed who was of the Committee brought in a report stating to Congress that Capt. Carbery was in Baltimore Town and concluding with offering a Resolve requesting the Executive of Maryland to arrest him, I suggested the Propriety of transmitting the proof against Capt. Carbery which was in the possession of Congress to the Executive of Maryland, without which I was apprehensive the Executive might be under some difficulties in carrying into effect the request of Congress. It was thought this would take up some time---;the Governor was out of Town and it was not known whether there were Members of the Council in town sufficient to make a board. Congress seemed very desirous that a Man who it was thought had a principal hand in causing them to remove from Philadelphia, should be immediately arrested and secured & after some debate on the Subject referred the Matter to the Committee to take order therein & I was added to the Committee in the place of Mr Lee who was absent. The Committee met after the adjournment of Congress, and determined to issue a Warrant to Mr Henry ---;---; Gassaway to arrest Capt Carbery and bring him before a Judge of the General Court of this State to be dealt with according to Law in Consequence of which a Warrant was issued and signed by all the Committee---;Copy of which is herewith sent, and Capt. Carbery was arrested and brought before the honorable Mr Goldsborough & the committee laid before him such proofs as were in possession of Congress, and made the report of their proceedings as stated in the printed proceedings of Congress of the 28 April herewith transmitted. What was done in Consequence of the Arrest and Proceeding of Congress is not for Me to say being altogether unconnected with the Point which I mean to submit to the Legislature. The several affidavits herewith sent---;the knowledge of the fact by Members of Congress & some of the Committee---;the Riot at Philadelphia and it's Consequences be notorious & public, were the Evidence upon which the Committee proceeded. The Principle upon which the Warrant was issued was that in Cases where Crimes of high and dangerous Nature had been committed and there was knowledge or proof of the Commission it was not only lawfull but the duty of every Citizen and body of Men independent of all possitive Authority to take the most effectual Measures for arresting the perpetrators and bringing them before the Constitutional Judiciary power for examination and Trial, and that if such a power could not be exercised, the assembly of the united States might at any time be broken up or destroyed before an adequate remedy could be applied. I believe it was not considered by any Member of the Committee of what State Capt Carbery claimed to be a Citizen but it was thought none could justly be offended by his being arrested & his Case submitted to a judicial determination according to the Law of the Land. The Committee called on Mr Gassaway to execute their   Warrant not merely because he had been a Military officer as has been very unjustly alledged but because he was thought to be a Gentleman who would conduct the business with strict propriety. I have thus given the assembly a State of facts relating to this Affair which I should have done sooner but expected the Delegates would have been called on to give an Account of their Proceedings before one or both branc[h]es of the Legislature in the Course of which I intended to have stated and explained this Subject and to have submitted my Conduct therein to the determination of the Assembly, but apprehending there is no reason now to suppose the Delegates will be called before either house this Session I can no longer either consistently with my duty to the Assembly or my engagement to the public withold this Communication, which I hoped it would not have been necessary for Me to make before a determination on Capt Carbery's Case, as I have tho urged by Abuse in the public papers carefully avoided every measure, which might in any degree make an impression unfavourable to him, and I do not mean by this address any thing further than to give the General Assembly a State of facts necessary to be known previous to a determination upon my Conduct in the Case referred to. I state the Motion of the 16 of March from information & the report and resolve proposed the 23d of April from Memory. Neither of them appear on the Printed Journals of Congress & the Secretary to whom I wrote for every thing relative to this Subject sent Me only the Copies inclosed & a Copy of a Letter from Mr Carbery to Congress after he was arrested which having no relation to the question upon the legality of the Arrest I did not think necessary to inclose. I believe it is not the practice of Congress when Motions or reports are referred to take Order, to enter them on the Journals, & probably Mr Thomson could not readily find these papers after the removal from Annapolis. I have however consulted Mr. J. T. Chase who was in Congress with Me & recollects what passed on the 23d of April as I have stated it. Holding Myself responsible to the General Assembly for my Conduct in Congress I shall with chearfullness submit to their determination upon the part I acted in this Affair in which if I have erred I trust the Legislature will do Me the Justice to believe that I was not influenced by a Desire to injure or oppress an Individual, but was governed by principles which appeared to Me to be just in discharge of what I esteemed my Duty as a Citizen & Delegate of Maryland.)(2) I am Gent, Yr most Obt Sert, T. Stone ""
"
12941,dg02283,1785,David Howell to William Greene,"""David Howell to William Greene
  Sir, New York January 12, 1785. As I arrived at Trenton before a Congress was formed I proceeded directly forward to Philadelphia & applied at the Office of the Paymaster-General for settlement of accounts in behalf of our State's short Levies, agreeably to order of Assembly. After putting this business in train, I returned to Trenton & took a seat in Congress on the first day of session. A second journey to Philadelphia enabled me to compleat the settlement; & I transmitted, by the hands of Mr. John Innes Clark, the certificates I obtained, to the General Treasurer. For want of materials to fill up a Letter, more than from any other cause, I have deferred writing to the present time. In justice to myself I must also hint at another cause. It has been suggested to me that my former communications to the State have been too lengthy---;& carry the appearance of a wish to obtrude my own political dogmas. I shall only observe that I am justified in this line of Conduct by the Communications of our Foreign Ministers to Congress---;& even by the communications of Congress to the States---;in which may be seen not only a statement of facts, but opinions & reasonings, as well as Scraps of Letters from their Servants, with their opinions & arguments & even (so strong was their desire to illuminate) the opinions & reasonings of the Minister, a very respectable character, of a Foreign Court. As I well knew that my Letters were to be laid before men, who were not only tenacious of their rights but capable of understanding them, I have written with a frankness, which (at least in my humble opinion) the public has a right to expect from its Servants---;and, to this day, I find no reason to retract, or alter any thing I have written in my official character. If it is the character of a politician to conceal or, to deliver with reserve & cryptically his opinions---;to keep a watchful eye on the tide of popular opinion---;and in all events to aim chiefly at bringing off his own dear Self in a whole Skin, I thank God I am no politician! From the time that it first pleased my fellow-citizens to raise me into the political World I have neglected no opportunity of rendring them the best services within the compass of my poor abilities, & of obtaining information of the Transactions on that great Theatre. I am now JANUARY 12, 1785  soon to retire to my little cottage. I shall do it with a chearful mind & a clear conscience as to my official conduct: but not without great anxiety for the fate of my Country. Avarice, ambition or the lust of power & all the baser passions are so much more active & prevalent than the virtues, with which they stand contrasted, that it is not strange to see the Government of this World commonly in the hands of the vilest men in it. \""There is, says an excellent writer, in every human Society an effort continually tending to confer on one part the height of power & happiness & to reduce the other to the extreme of weakness & misery,\"" And whoever contemplates the different Kingdoms, Empires & States throughout the World, the nature of their governments, & the condition of the people will be affected, if capable of feeling, with the wretchedness of his fellowmen & will be constrained to drop a sympathetic tear over the ruins of human nature! \""Ye Gods! What havoc does ambition make among your works?\"" The U. States furnish the World with a rare instance of Freedom---;and a wise System of political Constitutions happily calculated to secure it. But alas! How restless are many of our rulers to engross more power? How easily are the people imposed upon & duped out of their rights? What artifice, what chicanery, what management have already taken place in our public affairs? I cannot, however, close this dull & gloomy letter without making one consolating remark---;& in that I am warranted---;that the seasonable & firm stand made by Rhode Island against the all grasping hand of power, in the case of duties, has saved the U. States! And I should be wanting, as well in duty to the State, as to my own feelings, if I should neglect to inform them that they have the thanks of thousands of the wisest & best men in the Union for their Conduct. The Journals of our proceedings at Trenton are not yet printed. I hope the Ordinance, which has been published in the Newspapers, establishing the permanent residence of Congress near the falls of Delaware; & the temporary residence in this City will meet with the approbation of the State. Should the Commissioners to be appointed to erect the fOEderal buildings make an advantageous purchase of Soil, the Sale of Lotts, it is expected, will reduce the Sum appropriated to that use. As I voted against the resolution of Congress, which puts all the Letters received from our Foreign Ministers under an injunction of Secrecy,(1) by the yeas & nays, which, by the way, are not published in our journals, I have a right to offer that as an Apology to the State for not sending forward an account of the contents of such Letters as have been received since I left Congress last Summer. Such parts of them, however, as are thought necessary to answer certain purposes will be sent forward to the States---;but under the strictest injunctions of Secrecy. I pray your Excellency to be assured of my constant attention to the  JANUARY 13, 1785  interests of the State---;And of the great respect & esteeme with which I have the honor to be, your Excellency's most obedient & very humble Servant, David Howell ""
"
12942,dg02284,1785,William Samuel Johnson s Diary,"""William Samuel Johnson's Diary
  [January 13--;15, 1785](1) 13th. Called upon Mrs Verplank---;& Coll. Cook & went with him to wait on The Presidt. of Congress. Thence to the City Hall where Congress Assembled & enter'd upon Business. Sat till 1/2 after 2. Dined with Judge Hobart, Presidt. of Congress & his Secrety., Mr. Jay, The Chan[cello]r & Mr. Peter Livingston in Company. Eveng. at Lodgings. Biscuit & Raisons 12/. Stationa[r]y 8/. Exp[ense]s 2/ NY. 14th. Visited Mr. Ellison, Mrs. Verplank &c. At Congress. Rec'd Visits from Messrs. Provost, Beach, Duer, Ellison &c. Rest of the Day & Eveng. Examing. Journals of Congs. Expens. 8/. 15th. At Ludlow, Buchanans &c. Attendd Congress. Examing. Journs, Writing Letters &c. Lees Bill 8/. Cooks. Expens. 5/.  ""
"
12943,dg02285,1785,Abiel Foster to Meshech Weare,"""Abiel Foster to Meshech Weare
  Sir. New York Janury. 14th. 1785. I have the honr. to inform your Excellency of my safe arrival in this City on the seventh Instant,(1) where I joined my Honble. Colleague Mr. Long. He informed me, he had enclosed a Paper containing the resolution by which Congress stood adjourned from Trenton to this place.(1) This Sir will superceed the necessity of my being particular on this Head.  By the resolution you[r] Excellency will perceive Congress seem determined to erect buildings for their accommodation near Trenton, and in the mean time to reside in this City. If this object could be effected, it would doubtless be convenient; but I conceive a considerable time must elapse before it can be accomplished, especially when I consider that the Houses for the accommodation of the several Delegations must be built by their respective States. If the late movement however, does but serve to fix Congress, untill the public Buildings are prepaired for its reception, it will be better JANUARY 14, 1785  Photographic Reproduction of New York City Hall   than the late disposition of removing from place to place. The removal of [the] Presidents Houshold, and the Offices of Congress, must have taken some time; the recess was perhaps longer than was absolutely necessary for the purpose, but it was the Voice of seven states, and dissentients were obliged to acquiess in this, as well as in the Vote to adjourn from Trenton. On the thirteenth Instant seven States attended at City-Hall, and proceeded to business. It is my earnest wish that attention, & diligence, may retrieve the time lost in the removal. I have the honr. to be with great respect, Your Excellencys Most Obedt. Servt. Abiel Foster. ""
"
12944,dg02286,1785,Massachusetts Delegates to John Rutledge,"""
 Massachusetts Delegates to John Rutledge et al. Sir, (Copy) New York, 14th. January, 1785. We do ourselves the honor to enclose you the copy of a letter already forwarded on the subject of your appointment as one of the judges between Masstts. & N. York.(1) This measure is adopted from an apprehension of a posible failure of the original communication. We have only to add that Virginia being sentral to the Judges, we shall not fail to exert ourselves in Congress, that the event may be held in Williamsburgh in preference to any other place, & have not the least doubt that the measure will be adopted.(2) We are, &c E. Gerry G. Partridge S. Holten R. King(3) ""
"
12945,dg02287,1785,Hugh Williamson to John Dickinson,""" Hugh Williamson to John Dickinson
  Sir, New York January 14th. 1785. Yesterday Congress received a Letter from the Governor of the State of Connecticut dated the 24th December 1784, inclosing a Resolve of the General Assembly of that State upon the Memorial of John Franklin and others Settlers and Claimers of Lands &c to which the right of Jurisdiction was lately in Contest between the States of Connecticut and Pennsylvania.(1) The Memorialists bring Complaints against the Executive of the Citizens of Pennsylvania which are sufficiently pointed and bitter of which I shall not trouble you with a Copy as the Paper is pretty long and you may already have received such Copy from Governor Griswald. The Act of Assembly transmitted to Congress is in the following words \""Resolved by this Assembly that it is expedient for the Memorialists to pursue their Application to the Congress of the United States for a Trial of their Right of Soil and Possession agreeably to the ninth of the Articles of Confederation and that this State will countenance and patronize them in such Application and Tryal in order to obtain for them that Justice this State apprehends the Memorialists are entitled to. And the delegates from this State in Congress are directed to give them all necessary Assistance in the premises. And His Excellency the Governor is requested to address the Congress of the United States on the Subject of their Situation and Sufferings and also address a full State of their Claim &c to the State of Pennsylvania, remonstrating against the Barbarities and Cruelties exercised towards the Memorialists and request a Redress of their Grievances and a Restoration of their Rights, Properties and possessions under the protection of the Laws and Government of said State of Pennsylvania.\"" The Letter from the Governor of the State of Connecticut and the inclosed papers are referred to a Committee of the whole House which is to set on Tuesday the twenty fourth instant.(2) If there had been any Member present from the State of Pennsylvania it would have been their duty to inform Your Excellency of the Train in which this unpleasing but very serious Business is placed, and they would doubtless, in a more clear and pointed manner than I have been able to do it, have justified the State in shewing that her late Conduct on this very head is a full proof that she is by no means inattentive to the Cries of those who complain. As You may probably wish to be represented in Congress when the Letter and other Papers from Connecticut are to be considered or JANUARY 14, 1785  may at least wish that Congress be fully informed of the late as well as the former proceedings of the Executive and Legislative of Pennsylvania respecting those Susquehanna Claimants I have taken the liberty of giving You the above information as I cannot cease to feel myself interested in the Peace and Reputation of a State which gave me Birth.(3_) I have the honor to be with the utmost Regard Sir, Your most obedient and very humble Servant, Hugh Williamson. ""
"
