,TCP,Year,Title,Content
8303,dg014373,1780,the Virginia Board of Trade,"""the Virginia Board of Trade   Gentlemen, Philadelphia, January 3rd. 1780. In consequence of your letter to the Delegates of Congress in August last to procure from the Continent a sum of money adequate to purchases for the officers and soldiers in the Virginia line, I have this day with great difficulty negotiated 120,000 dollars with the board of Treasury which according to the determination of Congress must be instantly paid to the quarter-master general. Mr Moss upon an accurate settlement of his affairs in this City will fall in debt about that sum-and principally from the purchase of some light cloathing designed for the troops who are marching to the Southward. (1)It appears to me the purchase above mentioned was extremely judicious-to my Judgment things of that sort will be abundantly more expensive in the course of a few months, and perhaps not to be gotten at all. You will observe the order upon your board is drawn to the amount of 130,000 dollars; 120,000 being sufficient to answer JANUARY 3, 1780  the purposes of Mr Moss. I shall retain the remaining 10,000 dollars as so much of what the assembly are pleased to allow their delegates in Congress and the Treasurer will accordingly give your Board credit for that Sum and make it a charge agt. myself. I have the honor to be with great respect, Gentlemen, your most obedient and very humble servant, C. Griffin [P.S.] I suppose you have heard that Maryland has seized all the flour in that state designed for Virginia, and for the French fleet.(2) ""
"
8305,dg014375,1780,George Partridge to Joseph Ward,"""George Partridge to Joseph Ward   Dear Sir Philadelphia Jany 3d 1780 Yours of the 7th ultimo was duely receivd, but I did not design to have answered it till I could have informed you of the Determination of Congress on your repeated application, but least you should misconstrue such Delay, 1 would inform you that I am almost weary of making fruitless motions on that Matter,(1) no wonder then you'll say that your Patience is nearly exhausted-true-but when you consider the State of our currency, the State of our finances, and the consequent Difficulty of supplying a suffering Army, the Necessity of recruiting the Regts. & a variety of other Matters which your own Ingenuity will suggest, you will not perhaps think it so strange that it should be difficult to draw the attention of Congress to any Matter which they do not think of the greatest importance immediately to attend to, and which will take them sometime [to] adjust. However I make no doubt but that your Officers will have their Subsistance made good to them equally as Officers of the Line, and to commence from the same time. I shall not be inattentive to the Matter, but you are sensible that I have but one voice, & that a feeble one. It is my sincere wish that you may have ample Justice done you & speedily, & that you may continue to serve your Country in publick character being convinced that your abilities & Disposition are happily united to render it important Services. I am with great Regard, your most obedt. Humbe Servt, Geo. Partridge P.S. My Colleagues tell me that they will join with me in pushing this Matter immediately. ""
"
8306,dg014376,1780,William Ellery to William Greene,"""William Ellery to William Greene   Sir, Philadelphia Jany. 4th. 1780. Since I last had the honour of writing to your excellency (1) nothing material hath occurred: But as I may be thought negligent unless I write now & then to the Assembly I therefore now resume my pen. We have not received any foreign intelligence for a long time; and nothing domestick but the sailing of the long-talk'd-of embarkation from New York. They sailed in two divisions. The first, which consisted of more than an hundred sail, and which Genl. Washington says \""it is generally imagined consisted of returning transports and private vessels bound to Europe,\"" sailed on the 23d ultmo. The last division consisting of 110 sail, principally large ships, put to Sea A large number of troops were in this fleet; but how great the number, by whom commanded, and where destined is uncertain. It is generally thought that a part of them, at least, is bound to the Southward, and it is reported that Genl. Clinton in person commands the expedition. Genl. Parsons, who commands a body of troops advanced towards the sound, wrote Genl. Washington \""that a number of southern refugees are said to be on board the fleet, among them Governor Martin.\""(2) Last Tuesday we had a very heavy storm. I hope we may have the pleasure of adopting Queen Elizabeth's motto afflavit Deus et dissipantur. It is said that the Spaniard hath taken Pensacola. If this should prove true, and they should procede and capture St. Augustine, it would make a fine diversion in favor of Charlestown, provided the expedition from N. York should be intended against South-Carolina. A considerable body of troops are on their march to join Genl Lincoln; but will arrive there too late to succour Charlestown against the supposed intended attack. We are busily employed in financing and procuring supplies for the army. Bills of exchange are falling; and some people begin to be apprehensive of evils from appretiation. These are favorable symptoms. As we have put a stop to further emissions, if tax procedes, it is improbable that the money should further depretiate. A letter from the Genl. Treasurer of our State to the continental Treasury board gave them and me great pleasure.(3) It seems by that letter that a great part of our quota of the Tax was collected, and that the whole would be [in] the treasury by the first instant. Since I wrote the foregoing I have seen a gentleman from Maryland who informed me that Bills of exchange and every article were falling in that State when he left it, which was but a few days before. I have also since that time seen a letter from Genl Lincoln, but it contained nothing new. Congress have order'd the Treasury board to prepare bills of exchange; to be sold at the rate of twenty five  JANUARY 4, 1780  dollars for four & six pence Sterling, The purchaser when he receives his bill to deposit in the loan office, an equal Sum of contl. money to be estimated at that rate, for which he is to receive yearly six per Cent. I think I have expressed the Idea clearly; but the resolution will soon be published. The incessant and large demands of the Army, and the slowness with which taxes come in have made this measure necessary. This is indeed a very critical period. If we can however but get along for two or three months I hope we shall proceed with more ease and satisfaction in future. A considerable body of men have inlisted for the war. This well recruited will make a very respectable army. The only difficulty is to furnish it with supplies. If we can but give steadiness to our currency, and the several States will exert themselves, and obtain the quotas of supplies which will soon be assigned and recommended to them all our difficulties will be removed. Wishing success to every measure calculated for the public benefit, prosperity to the State of Rhode-Island and Providence Plantations, and health & happiness, with many New Years, to your excellency, I continue to be with great respect, Yr Excellency's most obedt. hble Servt. Wm. Ellery Please to turn over. P.S.(4) Since writing the foregoing, Congress has received a letter from Gen. Washington, dated Dec. 30th, 1779,(5) in which he mentions that, by the last accounts he can get of the British troops, which left New York the 26th ultimo, they consist of six British regiments: The grenadier and light infantry of the army, Rawlins' corps, the legion, the queen's rangers and the Hessian grenadiers, which will make about five thousand effectives. William Ellery. ""
"
8307,dg014377,1780,Samuel Holten s Diary,"""Samuel Holten's Diary   [January 4-5, 1780] Jany. 4. Tuesday, no post this day. The Virginia troops marched thro' this city to S. Carolina. Cold. JANUARY 4, 1780  5 Wednesday. No post come in yet. It is said some of the enemies vessels are ashore in the Jersey's. ""
"
8308,dg014378,1780,Samuel Holten to Samuel Adams,"""Samuel Holten to Samuel Adams   Sir Philadelphia Jany 4th. 1780 I was favor'd with yours of the 13th ulto, last eveng, with the inclosures, & please to accept my thanks for the same.(1) I am sensible it is much easier to find fault with a Constitution of Government than to propose good amendments; I shall take notice of ownly one part of your proposed plan at present, which strikes me very disagreeably, that is, giving the first magistrate, \""a negative upon all the laws\""; the reasons assigned for it are (in my opinion) by no means sufficient, and I can't think of any that can be given to make it adviseable; neither can I see any necessity for it; if it should take place, I fear the good people will have cause to repent it when it is too late. The situation of our affairs here are truly distressing, owing to the disordered state of our money & finances; An army in want of one days supply; and demands upon the treasury daily for millions, & little or no money there; Is the honl. court really sensible of our distressed state; I must suppose they be, for what can congress say more than they have done; But don't, my worthy friend, think, I dispaire of the common cause, no, not if the army should be all disbanded; which some think will be the case. I am, my dear Sir, with great respect, your most obedient servant; S. Holten ""
"
8309,dg014379,1780,Committee on Appeals Decree,"""Committee on Appeals Decree   January 5th. 1780. Elisha Elderkin Lib[ellan]t & App[ell]ee > Appeal from ad[versu]s > the State of Pierpont Edwards &c. Claim[ant]s & > Connecticut(1) App[ellan]ts We the Commissioners appointed by Congress to hear, try and determine all Appeals from the Courts of Admiralty of the several American States to Congress having heard and fully considered as well all and singular the Matters and Things contained and set forth  JANUARY 5, 1780  in the Record or Minute of the Proceedings of the Court of Admiralty of the State of Connecticut in the above Cause as the Argument of the Advocate on the part of the Appellant in the said Cause and no persons appearing on the part of the Appellee (altho' sufficient Notice appeared to have been given) do thereupon adjudge and determine that the Judgment or Sentence of the said Court of Admiralty be in all it's parts revoked, reversed and annulled And that the Sloop or Vessel of forty five Tons burthen libelled against the said Cause together with the Tackle, Apparel & Furniture thereof be restored and redelivered to the said Pierpont Edwards, his Agent or Attorney to and for the Use of himself and all others on whose Behalf he claims and appeals he or they paying unto the abovenamed Elisha Elderkin his Agent or Attorney to and for the Use of himself and those on whose behalf the libels &c. the one full and equal Moiety or half part of the true Value of the said Sloop, her Tackle, Apparel and Furniture in Lieu of Salvage And We do further adjudge and decree that the party Appellee pay unto the party Appellant in this Cause one thousand and sixty Dollars for his Costs and Charges by him expended in supporting the Appeal aforesaid in this Court &c. Tho M:Kean William Ellery Ezra L'Hommedieu ""
"
8310,dg014380,1780,Maryland Delegates to Thomas Sim Lee,"""Maryland Delegates to Thomas Sim Lee   Sir, Phila. January 5th 1780 Since our last addressed to your Excellency we are favor'd with the inclosed from Major Lee which we take the Liberty to forward by General Smallwood,(1) who will give every Information relative to the JANUARY 5, 1780  Subject-to him therefore we beg Leave to refer & are with the highest Sence of Regard, Yr Excellencys most obt. & very hble Servts, Geo Plater James Forbes [P.S.] The Troops sailed from N York by the last Intelligence (2) are six british Regiments, the Grenadiers & light Infantry of the Army, Rawdon's Corps-the Legion-the Queens Rangers, & Hessian Grenadiers-making about five thousand effectives. ""
"
8311,dg014381,1780,John Mathews to Thomas Bee,"""John Mathews to Thomas Bee   Dear sir, Philadelphia Jany. [5?] 1780.(1) I received yours of October 18 (intended by Mr. Rutledge) on the 30th Ulto. by Major Lucas, to whom Rutledge entrusted all his dispatches for this place, having at last given over all thoughts of being able to reach the place of his destination. The account Majr. Lucas gives me of him, is truely melancholy. I hope in God his disorder may take some favourable turn, so as he may be preserved to us, for I think his loss would be a heavy one to his Country, his family, & his friends. The present is not the time, further to discuss the matter of taxation, as I expect 'ere this reaches you, you will be warmly engaged in a business of a far different kind. It is destressing beyond expression, to hear the accounts I do from all quarters, of the disaffection, (I can call their late conduct nothing less) of our back country people. Good God! is their nothing to be done, that will tend either to perswaid, or coerce them to do their duty? Indeed My Dear Friend, the day is not to come, it does not depend on our Militia's not turning out to repel your present danger, which may subject us to the imputation of a want of vigour, the brand is already fixed on us. In passing through No. Carolina, & Virginia, whenever I urged the necessity of their sending men to our aid, the constant reply was \""how can South Carolina expect we will send our men to their support, when they will do nothing for themselves. Our men go there, sacrifice their health, their lives, & the So. Carolina Militia are snug at their own homes. It is too much for them to expect us to fight their battles for them.\"" Hints of the same kind, have been thrown out in Congress. Where I have principally appologized for our men in the first instance, in the second, I have treated such insolence, with the keeness [keenest] severity, for  JANUARY 5, 1780  let us be censured by whomever may, Congress are the last class of men on earth, who ought to presume to do so. Before I had received a Copy of Rutleges instructions, I had done everything that they required, except sending some part of the Stores, & it is too late now to be done. The three frigates are I hope safe with you as is likewise the Vessel with Military Stores. The Virginia & No. Carolina lines consisted of 3000 men, but on examining into their times of serving, such as would expire before they could reach you have been detained, which reduces them to about 2300 very fine men. If they were with you, I should be under very little apprehension about the loss of the town, but as they are at this day some 500 & the rest 600 miles from you, I almost despair. The great difficulty was in getting the men on their march, for want of necessaries, particularly Shoes, without which it was impossible for them to encounter the inclemencies of the season. Indeed some of the men suffered very severely in coming from camp here, for want of shoes, but now that they are marched, I am confident from the disposition of the Officers, not a moments time will be lost, and if the No. Carolina Militia can but support you, so as to hold the town, you need be under no apprehension about the expiration of their times of service, for before that happens these troops will certainly be with you. Blands & Baylors two Regiments of horse, I am in hopes will not be long after Master Clinton. Had Congress done their duty on the 10 of Novr. when I applyed to them for the troops,(2) they might have been the best part of their way through No. Carolina by this, but they first refused, then hesitated, untill the rivers were shut up by the ice, so that the men must now march the whole way by land. Which misfortunes are principally owing to a want of proper spirit in them at first. I can with a safe conscience say, I have done my duty to my Country, for there is nothing which I thought could be beneficial to it, but what I have applyed for, & by unremitted Sollicitations, as far as continental circumstances would admit of, have in the end procured. If it is too late, the fault is not imputable to me, & I flatter myself my Country will do me the justice to think so, & acquit me of any want of attention to their interest. You say, you wish to hear often from me. At any other time, such a request would have afforded me infinite pleasure, which I always have felt in communicated [communicating] my thoughts to so esteemed a friend. But I am too much with you, & my whole faculties are at present so much engroced by your destresses, that there is no space left in my mind to turn to anything that passes here. I must therefore reverse the proposition, & intreat of you to give me an account of everything that passes with you, as often as you can find leisure, & opportunity. I sent of an Express in two hours after we got the account of the sailing of the fleet from New York, & I strictly charged him to be there in sixteen days, which if he is, will give you information of it, before they can reach you. God send you success & JANUARY.6, 1780  as he has already twice preserved us from eminent danger, I hope he will yet once more guard over & protect us, from this greatest of all the tryals we have hitherto had to struggle with. And believe me to be, My Dr. Sir, with the most sincere regard, yr. most Obedt. Servt. [P.S.] You know who I am without a name, which for various reasons had better be omitted. ""
"
8312,dg014382,1780,Elbridge Gerry to William Hunt,"""Elbridge Gerry to William Hunt   Dear Sir, (1) Philadelphia Jany 6th 1780. Mr Cranch delivered me your Favour of the 14th Decr. & I had an Oppertunity last evening of further conferring with Colo. Pickering on that Part of your former Letter which relates to the Expence of Waggons &c in the issuing Departmt.; he appears to be in Favour of a new Regulation, & will perhaps be more convinced of the Necessity thereof, by your stating particularly to the Board of War, the proposed Alteration, the Abuses which it is intended to correct, & an Estimate of the Sums to be saved thereby. With Respect to the Ballance due to You from the late Commissary Trumbull, I am unable to determine whether it will be possible or not, to obtain the payment thereof in Loan office Certificates bearing the Date of the Time at which the Money was advanced. Frequent Applications have been made to Congress to adopt that Mode of paying Debts, contracted by the Staff Departments for Articles supplied the Army, & all have been rejected; but there is a manifest Difference between Ballances due for Supplies on which the Creditor has charged his profit, & Cash Advanced by an officer to support the Credit & promote the Business of his Department, the latter of which as You have stated it, is precisely your Case. I am therefore of Opinion, that it will be best to profer a Memorial to Congress, & direct it to the president thereof, representing the Facts mentioned in your Letter, & in Support thereof, to transmit Mr Trumbulls Certificate. (2) Mr Cranch informs me that he saw most of your Family & that they were well, which gives me pleasure, pray give my best Respects  JANUARY 6, 1780  to them & to Miss Katy, who I am informed also lives with You, but was then absent. I remain Sir with Esteem, Your Friend & very hum Sert. E. Gerry ""
"
8313,dg014383,1780,Samuel Huntington to Jonathan Trumbull Sr,"""Samuel Huntington to Jonathan Trumbull, Sr.   Sir, Philadelphia Jany 6th 1780 I am honoured with your Excellency's two letters of the 13th ulto with the papers to which they refer.(1) Agreable to your Excellency's request I have caused one of the lists of the Bonds transmitted to be endorsed which is herewith enclosed. I have the honour to forward by Brown two dozen blank Commissions with Instructions and Bonds. By late letters I have received from Amsterdam it is abundantly evident that your Excellency's Correspondence as also that of Governor Livingston with Baron V.D. Capelen hath enlighten'd & undeceived many people in Holland, & produced many Friends & favourable sentiments with respect to the cause in which we are engaged.(2) I hope Congress will take some honourary Notice of the Baron. I am told N. Jersey have Just passed a law appointing proper persons to purchase all articles of provision & forage for the army which that State can supply. I was in hopes to procure the act & send it forward by Brown. I believe a regulation of that kind will be generally adopted & cannot but hope it may be attended with beneficial consequences to the public. I have directed Mr Brown if he can obtain the above mentioned act in the Jersey's to take it with him.(3) I am favour'd with intelligence on which we place dependance that the late embarkation from N. York on the 23d & 26th ulto had Troops on board to the amount of 5,000 Effective Men their destination unknown & no intelligence has been received of them since they sailed. I have the honour to be, with the greatest respect, your Excy's hble & Servt, Sam. Huntington P.S. The papers formerly Sent to Mr Laurens were deliverd to a Committee of which he was one;(4) I called on him for them before his departure, he deliverd me some of them; The whole I have not been able to Collect, but Shall continue my Search, & if I can recover them will do my Self the honour to forward them immediately to your Excellency. Mr Laurens told me he met with great difficulty to get JANUARY 6, 1780  them Translated: few persons here understand the low Dutch, your last Letter from the Baron, I procured a Dutch Clergeman about Eight miles from this City to Translate. He appears perfect master of the Dutch language but does not write English Elegantly tho, I believe gives the litteral Sense with exactness. I am ut Supra. S.H. ""
"
