,TCP,Year,Title,Content
6484,dg011357,1779,John Jay to George Washington,"""John Jay to George Washington
  Sir Philadelphia 18th Decr. 1779 [1778] Your Excellency's three Letters of the 13th Inst. have been laid before Congress, & the two respecting a certain Expedition & Colonel Fleury are committed.(1) The Idea of an Interview prevails and there is reason to expect that this useful Measure will be adopted.(2)  I have the Honor of transmitting the inclosed Act of Congress of the 16th Inst.(3) & am, with the greatest Respect & Esteem, Your Excellencys most Obedt. & Hble Servt. J.J.  ""
"
6523,dg011396,1779,John Fell s Diary,"""John Fell's Diary
  Januy 1st 1779. Fryday. Commercial Committee 9 oClock. Congress. Letters from G Gates to G Washington and answers relating the Canada Expidition. Letter from the Governor of Connecticut to their Delegates relating to the better allowance to Officers referrd to a Committee of 3 vizt. Mr Smith, Mr Root & Mr Atley.(1) Letter from Israil Ward (2) of the State of New York, relating to his house being burnt by the Enemy, Referrd to a Committee of 3. vizt. Draton, Burk, & Fell. Finance. President requested to invite Genl Washington to Dine. At 6 P M Commercial Committee.  ""
"
6524,dg011397,1779,Daniel Roberdeau to Joseph Reed,"""Daniel Roberdeau to Joseph Reed
  Sir, Congress, Jany 1st, 1779. The proceedings of Congress respecting the Honble Chief Justice McKean and General Thomson are ordered to be made out immediately, and shall be furnish to The Honble The Council, agreeable to their desire, signified in a Letter from you to the Delegates of this state of yesterday's date, with which they are just now honored.(1) I am, with the Compts of the season, Sir, Yr most ob. & very hum. ser., Daniel Roberdeau (2)  MS not found; reprinted from Pa. Archives, 1st ser. 7:137.  1 Although the council's December 31 letter requesting a copy of Congress' proceedings on the McKean-Thompson dispute has not been found, its order of the same date requesting the delegates to transmit this evidence, \""so far as Consistent with their duty to Congress they are fat] liberty to make the same known,\"" is in Pa. Council Minutes, 11:653. See also Thomas McKean to the Public, December 30, 1778, note 1.  2 Another matter of concern to the Pennsylvania Council during this period was the attendance of its delegates to Congress. A December 31 letter from the council to its absent delegates (apparently intended for John Armstrong, Sr., Edward  JANUARY 3, 1779  Biddle, William Clingan, and William Shippen, Sr.), which was designed to ensure that the state would maintain at least three delegates in attendance at all times, is in Pa. Archives, 1st ser. 7:134. See also ibid., p. 158; and Pa. Council Minutes, 11:649.  

  NEXT SECTION ..  NAVIGATOR""
"
6525,dg011398,1779,John Fell s Diary,"""John Fell's Diary
  January 2, 1779] 2d. Saturday. 9 oClock. Do [Commercial Committee]. 11 A M Congress, Letter from Mr McDonald of Salem County,(1) complaining of not being Paid for sundry goods taken per officers, Referrd to a Committee of 3. vizt. Roberdeau, Root & Fell, Answered Wards Letter, Mr Hopkinsons Sallery Voted 3500 Dolls. Preamble to the Finance Bill agreed to be Printed. Dined with the So Carolina Delegates. City Tavern.  ""
"
6526,dg011399,1779,Samuel Holten s Diary,"""Samuel Holten's Diary
  [January 2, 1779] 2. Saturday Congress sit 'till after 4 o'Clock. The Delegates of South Carolina, invited the Congress & Genl. Washington to dine with them at the city Tavern. Financing Published.  ""
"
6527,dg011400,1779,Samuel Adams to Samuel Cooper,"""Samuel Adams to Samuel Cooper
  My dear Sir Jany 3-79 I embrace the opportunity which now offers of writing a few Lines to you. In my last I told you I had many things to say particularly concerning A L & S D Esqrs.(1) If I could have the Pleasure of sitting with you by a fire Side, I would more freely open my Mind to you than I chuse to do upon Paper, considering the Risque of its falling into wrong hands. One of these gentlemen, as I was informd in the year 74 by some who were well acquainted with him, was of a dubious political Character, and was appointed a Delegate in Congress by a Majority of only one of the Electors; it being thought that his own Vote turnd it in his favor. In 75 he was again elected; and he very JANUARY 3, 1779  early attachd himself to Men of different Sentiments from those which most if not all your Delegates brought with them from your Country & strenuously maintaind. This Difference of Sentiment was said to arise from local Attachments, but in Reality they arose from different Principles & Views. What Mr Ds political Principles were if he had any I never could learn. His Views always appeard to me commercial & interrested. Whether I was mistaken or not Time perhaps will soon discover. He was very little known in America till the year 75, if at all in Europe.  The other took an early, decided and active Part in Support of our great Cause. In London he had a great Share in the open opposition made to the Tyranny of the British Court & their Measures respecting America. There he turnd his Attention from the Practice of Physick to which he had been regularly educated in Edinburgh, to the Study of the Law. This he did by the Advice of some of the most able Advocates for the Liberties of America, from the opinion they had conceivd of his promising Usefulness to that Cause in that Way. He answered their Prospects. He constantly aided your Agent the late Mr De Berdt (2) to whom his Knowledge of Affairs rendered his Services essential. That his Pen was employd for America in General, his Junius Americanus abundantly testifies; and that, and his other Publications witness his Attachments to Massachusetts Bay & South Carolina in particular. His private Letters to his Friends were written with that Freedom as well as Zeal, which would have exposd him to the Risque even of his Life from the Resentment of an unprincipled & nefarious Court, if any of them by Accident or Design had fallen into their Hands. This I know to be true. I must conclude at present with giving it to you as my fix'd Opinion, founded on particular observations, that there is a joynt Combination of political & commercial Men to exclude all vigilant Patriots from publick Councils & Employments knowing that Vigilance & unimpeachd, unsuspected Fidelity will be an effectual Bar to the carrying such politico commercial Plans into Execution.(3) I will write to you again by the first good Opportunity. In the mean time I am with perfect Esteem,  Yr affectionate Friend ""
"
6528,dg011401,1779,James Duane to George Clinton,"""James Duane to George Clinton
  Sir, Philad. 3d Jany. 1779. I have now the honor to acknowledge the receipt of your Excellency's favor to me, and to the Delegates collectively.(1) The letter with the enclosures were delivered to the President, as we consider the subject of the revolt from our state particularly within his province; he being delegated for the express purpose. I cannot but think he will be at a loss for the maps whenever he finds an opportunity to take it up: your Excellency's remarks ought certainly to hasten a determination: for a more favorable conjuncture than the present is hardly to be expected. Mr. Jay has not yet held any conference with his colleagues on this interesting business: but intends soon to form a resolution, and prepare the way for its successful reception.(2) With respect to your favor to me individually it is only necessary to observe that any assurance for the faithful application of the Specie remitted to you by Congress must be totally Superfluous.(3)  When I joined Congress I found they had for some time been engaged in the business of Finance, but had made an inconsiderable progress. As Chairman of the Treasury I was officially called to an active part. It was not till yesterday that Congress agreed on a plan for funding the money emitted in Bills of Credit; a copy will be transmitted to your Excellency by the President; to give conveyance to which I have ventured to detain the express two days. If the different legislatures heartily support the arrangement proposed by Congress, I flatter myself the public credit will be restored: for sufficient and known funds being once established for sinking the debt in a reasonable period, the good sense as well as monied interest of America will be on the side of government. The danger lies not in the past; but the future increase of paper money, should the war unhappily be protracted. To prevent such increase it is proposed to JANUARY 3, 1779  borrow money; abroad for supplies of clothing, arms, and ammunition; at home for pay and subsistence. The first will be promoted by our ally; the last by the security derived from our sinking fund; by an immediate tax to the amount of near one fifth of the paper in circulation, and by proscribing and calling in two large emissions, which are now in circulation and artfully counterfeited. It is true the bills of those emissions may be exchanged for others where the holder prefers it to loan office certificates: but in most cases he will choose the latter: because from necessity he must wait some time before the bills for the exchange can be prepared and transmitted. Should all this fail, other means must be found out to encourage the loan. I think they are within our reach. This is however a very delicate Subject. It must readily occur that it would be pernicious to give the paper money a great and sudden appreciation. As a medium it has passed from the public for more than five for one during the last ten months in which by far the greatest part of our debt has accrued. If it should be redeemed on a par, or at three or even four for one, the public would pay a premium for their supplies greater than ever was known, or which the richest nation could bear. True policy therefore lies in inclining the money towards an appreciation for the present; from the nature of things when the war closes commerce revives, and the quantity is diminished by the operation of taxes it must rise in estimation. In all probability the bills which shall last be cancelled will be equal to the nominal value compared with specie; and that they will gradually grow better as they approach nearer and nearer to that period. I am aware of the uncertainty of all speculations upon this intricate subject.(4)The remedy must be addressed to the reason as well as the Avarice of the people.  Yesterday Col. Floyd Joind Us (5) with an Intention of continuing here till the first of April His Affairs he says will then call him home, & he must watch the Moment when he may repossess his Estate. The Consequence I fear will be that this Winter we shall have five Delegates when three woud have served very well: & next Summer we shall probably be without a Representation. This I know was not the Meaning of the Legislature; they do not wish to be so profuse of their Money; & meant that three shoud statedly serve and the other two be a Relief at seasonable periods. I wish the Legislature woud empower your Excellency to settle our Ration of duty: it is really necessary & I feel myself particularly interested in it. It will give your Excellency Pleasure that Mr Duer has left Congress with high Reputation. His abilities and Perseverance and his extensive Knowledge of whatever concernd the Army reflected Honour on the State from which he came; and tho' he has some Enemies, has secured him a place among the respectable Patriots and publick servants of these States.   Love of Justice will engage your Excellency, without arguments, to represent him to his Constituents in the Light he deserves. You may remember, Sir, his Resignation was accepted in Silence and he apprehends with cold Indifference. My Feelings were hurt to find a Gent. who had been so active in our Cause and had discharged his several Employments with the most painful Solicitude and unwearied Diligence mortified under a seeming neglect for intentional it coud not possibly have been.  Be pleased Sir to accept and to entreat Mrs. Clinton to accept the Compliments of the Season and my best Wishes for your Happiness.  I am, with the highest Respect, Sir, Your Excellency's most Obedt humble Servant. Jas. Duane  ""
"
6529,dg011402,1779,James Duane to Robert R Livingston,"""James Duane to Robert R. Livingston
  My Dear Sir, Philadelphia 3d January 1779 Your friendly Favour of the 5th of December gave me great Pleasure. I feel that you do me no more than Justice in believing that I deeply interest myself in the Happiness of your Branch of our Family: to contribute to it in any degree woud afford me the highest Gratification. In the Instance you do me the Honour to point out I have made all the Enquiry in my Power. Not one of our old Md Friends are here, except Paca, and he resides very distant from the Family in Question: I have therefore been under a necessity of using the greater Caution. I learn only that it is very reputable, but this is thro' a Gent. not sufficiently acquainted to ascertain their Fortune and Connections, which you wish to know.  It is my misfortune that I missed the Opportunity of conversing with you on the State of of our Publick affairs before I set out on my Journey. I fully intended it, convinced that I shoud have been furnished with many useful Hints & much profitable Information: & particularly on a Subject of the most Importance-I mean our Finances. On taking my Seat I found Congress had for some time  JANUARY 3, 1779  been contemplating & talking over this Business: but nothing had been done conclusively. As I was obliged to resume my place at the Treasury, Geary being literally worn down, & no other Member having a knowledge of our money matters sufficiently comprehensive, I was officially called upon to take an active part in Arranging our Finances. What has been done you will see from the Resolution now forwarded to the Governour.(1) If the Legislatures support the views of Congress I have no doubt but that we shall be able to restore Publick Credit. Let the present debt be properly funded and the good Sense as well as the monied Interest of America will be on our Side; for you will readily See that the whole of the present Emissions can by a moderate Tax be sunk within the Compass of eighteen years. Where then is the danger? Not in the past, but in the future Exercise of paper money. To prevent such an Encrease we must borrow; ABROAD for cloathing, Arms, Artillery and Ammunition; AT HOME for pay and subsistance. The first will be promoted by our Alliance; the last by the Security derivd from the sinking fund; by an immediate Tax to the amount of a Sixth of the Sum in Circulation; & by proscribing two of the Emissions which are greatly counterfeited. It is true the Bills of those Emissions may be exchanged for others if the holder prefers it to a Loan Office Certificate: But in most cases he will choose the latter, because, from necessity, he must wait some time before the Bills of Exchange can be proposed & transmitted. Shoud all this prove ineffectual other means must be found out to promote the Loan. I think they are within our Reach; This is a very Delicate Subject. You will easily see that it woud be fatal Policy to give the paper money a sudden & extensive Appreciation. On a medium it has not passed for more than five for one the last ten months. If it is to be redeemed on a par or for three or even four for one the publick woud pay a higher premium than ever was known, or which any nation coud bear: True wisdom therefore lies in inclining the money towards an Appreciation for the present: from the Nature of things when the War ceases & the Quantity is diminished by the operation of Taxes, it must rise in Value: In all probability the Bills which shall be last cancelled will be equal to the nominal Value compared with Specie. I shall transcribe these Hints respecting our finances for the Governour. You will communicate them to our Friends if of moment.  My Friend Col. H.B. Livingston has passed some Time with us. We lodged in the same House. I have twice been on a party to Visit Mr & Mrs. C. Livingston. He is a favorite in that Family. His military Reputation is high in Congress. They see with Reluctance his Intentions to Resign, & to give Time for Reflection have referred his Letter on that Subject to the Board of War. If he persists it must I suppose be accepted.(2) Interested as I find myself in his Welfare I   have taken the Liberty to advise him to serve another Campaign. I believe I made but little Impression. About three weeks ago he went to the Northward: with an Intention I conjecture to pass some time with your Lady's Family in the Valley. I do not think he is insensible of the charms of the Ladies in that Quarter; particularly of Miss Rutherford's. Duer was to have accompanied him in order it is reported to put an End to long Courtship by a happy Marriage. He is detaind here having taken up the Pen for Mr. Deane against Common Sense,(3) & to settle a Mercantile Connection which promises much advantage. You may be assured that his Abilities & Perseverance in Congress have done Honour to our state and great Service to the Publick Cause: particularly at the close of last Winter. From the Delegates of one of the States he has had the Compliments of requesting his Picture as a distinguished Patriot. He is hurt at the Coldness of our Legislature who have paid him not the least Compliment on his Resignation but seemd to accept as a matter of Indifference Convinced of the Truth of the Maxim that a Prophet has no Honour in his own Country, he must be contented with his Continental Character which notwithstanding he has some Enemies is very respectable.  I am affected with Mr. Tetards Circumstances. Let me know whether he woud wish to be Chaplain at the Forts in the Highland & whether there is a Vacancy. I will get it for him or any thing else which can be pointed out & my good offices can procure.  Is it your Opinion that Genl. Schuyler ought to continue in the Army, or to accept of the Presidency of Congress, which is intended for him? Will not the former be more advantageous to the publick & to our State in particular. Is it not more for his own Honour to be second in the Command of our Army, than to take the Chair for a year on Condition that he resigns his Military Employment7 I am clear for his Continuing in the Army. He is now honourably acquitted from every Imputation & Suspicion, & his Enemies put to Shame or at least to silence. He can do as much real Service as any Individual especially preventing the misapplication of our Force, & retrenching the publick Expenses. He stands high with the Army & the Commander in Chief. His advice with respect to the Defence of our State will from his Intimate Knowledge of the Country be decisive.  Consider these Remarks and if they make an Impression give him your advice.  Col. Floyd arrivd here yesterday. We have now five members: in the Summer I suppose we shall have none for he tells me that he can serve no longer than until the first part of April. The Intention of the Legislature was to have three always on Duty, which by a proper Rotation might have been effected. Woud it not be wise to  give the power of fixing the Rotation to the Governour? It was expected we shoud have done it ourselves, but the Col. never consulted us about this Journey: I indeed told him at Poghkeepsie that I expected he woud relieve me the first of May: but his appointment is not like to give us the least Recess.  Present my affectionate Compliments to your Momma & Your Lady & Sisters. My friend John I presume is at Boston. To all I wish a Series of happy years, Being with real Esteem, Dear Sir, Your most obedient & Affectionate Servant, Jas. Duane  ""
"
6530,dg011403,1779,James Duane to Philip Schuyler,"""James Duane to Philip Schuyler
  My dear General Philad. 3d Jany 1779. Since I came to this City I have written to you twice.(1) The last enclosd an Account of your being acquitted with the Highest Honour by a general Court martial and the Confirmation of that Sentence by Congress. I cannot account for your Omitting to answer me on a Subject which must give you the most heartfelt satisfaction. I Judge from my own feelings for I assure you such was the Impression this Event made upon me tho' more remotely interested.  I had not long been here before Mr Lawrence resignd the Chair. It was offerd to New York. We proposd you & it met with Approbation, Mr Jay in the mean time agreeing to be your locum tenens. I had no objection to this parade in your favour; but was firmly resolved that you shoud not if I coud help it quit your high Station in the Army where you may be long and so eminently serviceable to the united States & to your own in particular, for the Sake of presiding in Congress for a single Year.(2) It woud be a bad Exchange both in a publick Way and a private View: with respect to your own State which wants your utmost Attention it woud be in the highest Degree pernicious. You are popular in the Southern Army at least: you are greatly respected by the Commander in Chief: your advice will have great Weight in Congress. In short Every Measure you recommend for the protection & Safety of your Native State will have it's full weight while you are in the Army. In the chair of Congress your Lips will be sealed; and your Knowledge and abilities in a great Measure lost to your Country. I am therefore clear in my Opinion, which I flatter myself will not be slighted. If it is rejected  JANUARY 3, 1779  I look for good Reasons. Give my Compliments to Mrs Schuyler, wish her a great many happy years, And tell her that knowing her prejudices on this Subject & how much she wishes you to retire, I must insist on excluding her from our Councils, untill I can be personally heard. I know from Experience I can convince her Judgement.  General Arnold is mending. He is engagd to a Miss Peggy Shipping one of the finest & most agreeable Ladies in this City. His Leg resembles Uncle Toby's Groin. I heard two Ladies of our Acquaintance in deep debate about this same wounded Leg. They were as much perplexed as the Widow Wadman.(3) In the mean time it is the only obstacle to the Lover's Happiness. Duer is still here. He has taken up the Pen for Deane against the Employers of Payne (Common Sense). You know them all. Lady Kitty in the mean time must have Patience. He confesses his marriage with her is soon to be celebrated. The Devil take Payne say I. Congress you will see by the publications give free Scope to the Press. I hope they will no longer be chargd with Congressional Pride.  General Washington has been here ten days by order of Congress. He seems impatient to return to the Army: but the Business for which he was sent to be advised with, will detain him a few days longer. My friend Taylor writes me that you are at Saraghtoga & expresses Pain for your safety. Rashness is a folly you ought not to be chargd with, especially when it may extend to a numerous Family. Put your Family in Security & go to Business. The times are pressing & require Vigilance & Wisdom-you can't be spared. Farewell. Accept the complim[ents] of the Season to you & yours; & Believe me Sans Ceremony your affect & Obedt sert. Jas Duane  ""
"
6531,dg011404,1779,William Floyd to George Clinton,"""William Floyd to George Clinton
  Sr. Philadelphia January 3d. 1779. On Account of the many Difficulties and Disappointments which I met with in Crossing the North River, I did not arrive here untill the 1st Instant. The next day I attended Congress, (1) and after the usual Business of the Morning, which is the Reading of Publick Letters and Receiving Reports from the Several Committees, At one JANUARY 3, 1779  Oclock (according to a Rule of house which had been for Some time Standing that all matters be before them Should be laid by and Congress proceed upon the Business of Finance) Finance was taken up, and I soon found there was Sundry Resolutions which had been long under Consideration and at length agreed to, for the purpose of Raising the Credit of our Currentcy. Some Gentlemen appear Very Sanguine that they will have their Desired Good Effects, I wish they may; But must Confess I have Great Doubts.  The Resolves with a preamble are Gone to the printers. If I can get them before this oppertunity Leaves Town I will Send them to you. But you will undoubtedly Receive them Officially from our President very Soon.  There were two other Questions of Importance to the Several States, Adjutated; But was, in my opinion happily thrown out. The One was to prohibit all Lotteries in the Several States, and the other was to Cry Down all Bills of Credit, Except Continental.(2)  I considered the two Questions as infringing on the Rights of the Legislatures of the Several States and was Glad to have them Negatived.  The last Letters from France hold out to us, that England is on the Brink of Acknowledging our Independance, and that from Absolute necessity, as their affairs are as much Embarrassed as the public affairs of any Nation Ever was.(3)  There is No Important news here Except that Yesterday we heard that 22 Sail of the Enemys Vessels was Driven on Shore on Staten Island-which I suppose you'l hear Before this Reaches you, from Sr. your most obdit. humble Servt. Wm. Floyd  ""
"
